codigo_reserva,correo_empleado,numero_viaje,lugar_origen,lugar_llegada,capacidad,tiempo_estimado,precio_asiento,empresa,escalas,clase
575782,enmehi@viajes.ceele,61166,Ferrol,Orihuela,36,1354,37000,EasyJet,{Gandía},"Clase económica"
575783,inOos8100@viajes.cl,12634,Orihuela,Ferrol,39,2040,118000,Qantas,{Inca},"Clase económica"
575806,mariano6759@viajes.cl,46115,Bilbao,Fuenlabrada,2,436,131000,"Delta Air Lines",{},"Clase económica"
575807,Cristinacasares@viajes.cl,52465,Valencia,"El Prat de LLobregat",83,1149,57000,"American Airlines",{Badajoz},"Clase económica"
575810,sr.2940@viajes.ceele,78600,"Jerez de la Frontera",Mijas,45,4264,366000,"British Airways","{Lorca,Ceuta,Cartagena}","Primera clase"
575817,alpequ@viajes.cl,91352,Torrelavega,Arrecife,23,3444,159000,"Spirit Airlines","{Toledo,""Las Palmas de Gran Canaria""}","Primera clase"
575820,josOo7730@viajes.cl,73599,arrecife#,Sagunto,12,2720,200000,"Etihad Airways",{Bilbao},"Primera clase"
575827,Alfredojurado@viajes.cl,72604,Sagunto,Alcorcón,29,789,74000,"Frontier Airlines","{""Jerez de la Frontera""}","Clase económica"
575852,coelni@viajes.cl,86045,Coslada,Telde,67,3528,177000,"Southwest Airlines","{""San Cristróbal de la Laguna""}","Primera clase"
575855,vOActor8567@viajes.cl,49240,Telde,Viladecans,78,2127,137000,"Etihad Airways","{""Cerdañola del Vallés"",Elche}","Clase económica"
575858,joluamma@viajes.cl,68265,Viladecans,Valencia,36,3943,361000,"Qatar Airways","{Torremolinos,Palencia,Toledo}","Primera clase"
575859,cristobal9533@viajes.cl,20392,Mérida,"SANTA LUCíA DE TIRAJANA!!!",83,696,110000,"Copa Airlines",{},"Clase económica"
575860,stalgamo@viajes.cl,37203,"Santa Lucía de Tirajana","Santa Cruz de Tenerife",34,1284,131000,"LATAM Airlines",{},"Clase económica"
575873,leonor2699@viajes.cl,45935,"Santa Coloma de Gramanet",Benidorm,28,2115,66000,"Singapore Airlines",{},"Clase ejecutiva"
575878,marilu6755@viajes.cl,16068,"torrejón de ardoz#",Sagunto,91,836,56000,"Turkish Airlines",{},"Clase económica"
575879,federico7053@viajes.cl,17617,Sagunto,x,95,1143,71000,KLM,x,"Clase económica"
575880,sr.5288@viajes.cl,87033,Alcobendas,"Pozuelo de Alarcón",97,999,98000,Aeroméxico,{},"Clase económica"
575896,berta4644@viajes.cl,80256,"Roquetas de Mar","Torrejón de Ardoz",6,908,77000,Qantas,{},"Clase económica"
575897,Gustavoulibarri@viajes.cl,10638,"Torrejón de Ardoz","COLLADO VILLALBA!!!",78,1927,131000,"United Airlines","{""San Sebastián""}","Clase económica"
575919,jorool@viajes.cl,58383,"Santiago de Compostela",Oviedo,44,1027,48000,"Southwest Airlines",{},"Clase económica"
575949,sra.5997@viajes.cl,4918,Albacete,Vigo,91,3368,120000,"Wizz Air","{Zamora,Calahorra,Segovia}","Primera clase"
575950,agrupe@viajes.cl,68547,Vigo,Granollers,94,1631,165000,Qantas,"{""La Coruña"",Ávila}","Clase económica"
575967,sra.6314@viajes.cl,9065,Fuenlabrada,Burgos,54,2680,140000,Vueling,{Estepona},"Primera clase"
576049,stgagasa@viajes.cl,82847,"La Línea de la Concepción",Benalmádena,61,3018,147000,"Alaska Airlines","{Granollers,Ávila}","Clase ejecutiva"
576054,srvioldu@viajes.cl,27163,Almería,"Jerez de la Frontera",73,2649,296000,"LATAM Airlines","{Almería,Irún,Fuengirola}","Clase ejecutiva"
576073,guadalupe9640@viajes.cl,4443,Sagunto,Calahorra,62,2594,84000,"Alaska Airlines","{Ferrol,Badajoz}","Clase ejecutiva"
576074,locobr@viajes.cl,39449,Calahorra,Marbella,77,1096,54000,"Qatar Airways",{},"Clase económica"
576090,stjepoba@viajes.cl,33428,Cádiz,Paterna,38,1432,127000,Iberia,{Guadalajara},"Clase económica"
576105,Alfonsovalenzuela@viajes.cl,57181,Viladecans,Albacete,14,2929,313000,KLM,"{""San Cristróbal de la Laguna"",Puertollano,""El Puerto de Santa María"",Alcoy}","Clase ejecutiva"
576178,blpaga@viajes.cl,76718,Rubí,Murcia,86,2245,117000,"All Nippon Airways (ANA)",{},"Primera clase"
576183,lusama@viajes.cl,21979,Murcia,Móstoles,47,1326,71000,"Air New Zealand",{},"Clase económica"
576198,patricio8282@viajes.cl,78977,"Hospitalet de LLobregat",Granollers,68,435,191000,"Spirit Airlines",{},"Clase ejecutiva"
576223,Marcosrojo@viajes.cl,43125,Benalmádena,Córdoba,12,3583,196000,"Japan Airlines","{Vigo,Alcorcón}","Primera clase"
576230,paceru@viajes.cl,66988,Córdoba,"San Fernando",35,2622,276000,"Copa Airlines","{Salamanca,""Mollet del Vallés"",Gecho}","Clase ejecutiva"
576299,timoteo5525@viajes.cl,76132,Lugo,Segovia,56,3208,271000,"Air France","{""Jerez de la Frontera""}","Primera clase"
576300,berta1841@viajes.cl,945,Segovia,"Torrejón de Ardoz",10,2765,193000,"All Nippon Airways (ANA)","{""San Sebastián""}","Primera clase"
576302,gilberto7852@viajes.cl,36271,Córdoba,Badajoz,100,2433,201000,"Singapore Airlines","{""San Sebastían de los Reyes""}","Primera clase"
576320,sra.2959@viajes.cl,44386,Oviedo,Sagunto,30,1744,148000,"United Airlines",{},"Clase ejecutiva"
576331,josOo4635@viajes.cl,28863,Sagunto,Toledo,17,4109,420000,"Alaska Airlines","{Benidorm,Zaragoza}","Primera clase"
576355,benjamOAn622@viajes.cl,86780,Ponferrada,Cádiz,57,3005,211000,"Qatar Airways","{Fuenlabrada,Arrecife,Reus,Santander}","Clase ejecutiva"
576362,ricardo1314@viajes.ceele,51255,"Torrejón de Ardoz",Huelva,35,2534,86000,"Spirit Airlines","{Gijón,""Santa Cruz de Tenerife""}","Primera clase"
576420,Sr.carbajal@viajes.cl,56434,Coslada,Linares,57,885,41000,"Turkish Airlines",{},"Clase económica"
576427,maeuzaza@viajes.cl,29553,Pontevedra,"Santa Cruz de Tenerife",3,3153,232000,WestJet,"{""La Coruña"",Irún,Torremolinos,Puertollano}","Clase ejecutiva"
576428,stmapata@viajes.cl,67098,"Santa Cruz de Tenerife",Telde,82,639,16000,"Ethiopian Airlines",{},"Clase económica"
576429,dopeal@viajes.cl,71819,Alcobendas,Puertollano,19,2065,88000,"British Airways",{},"Clase ejecutiva"
576430,Josefinasoria@viajes.cl,95542,Puertollano,x,62,2636,207000,x,"{Zaragoza,Orense}","Primera clase"
576435,Guadalupemontenegro@viajes.cl,5616,Getafe,"La Línea de la Concepción",17,177,27000,Iberia,{},"Clase ejecutiva"
576446,stsaalre@viajes.ceele,30503,Reus,"Collado Villalba",24,3712,290000,"United Airlines","{Pamplona,León}","Primera clase"
576474,Sta.muro@viajes.cl,2837,Valdemoro,MóSTOLES!!!,55,4302,401000,"LATAM Airlines","{Huelva,Manresa,Huelva}","Primera clase"
576475,ramiro7200@viajes.cl,78183,Móstoles,"San Sebastían de los Reyes",20,1089,86000,EasyJet,{Avilés},"Clase económica"
576497,coelni@viajes.cl,37889,"Talavera de la Reina","Pozuelo de Alarcón",35,3038,268000,Vueling,"{""Santa Lucía de Tirajana"",Granollers}","Clase ejecutiva"
576501,elpahi@viajes.cl,69620,"Pozuelo de Alarcón","Santiago de Compostela",88,508,66000,Qantas,{},"Clase económica"
576507,stpaloab@viajes.ceele,87564,"Santiago de Compostela",Ponferrada,99,2511,222000,"Air France",{},"Clase ejecutiva"
576537,emilio4779@viajes.cl,78532,Mataró,Linares,46,1788,176000,KLM,{},"Clase económica"
576578,homero7092@viajes.ceele,31595,León,"ALCALá DE GUADAIRA!!!",93,1457,126000,"Turkish Airlines",{},"Clase económica"
576582,Sr.curiel@viajes.cl,14656,"Alcalá de Guadaira",Inca,36,926,109000,Iberia,{Inca},"Clase económica"
576647,vialfi@viajes.cl,61067,"san sebastían de los reyes#",Burgos,100,2307,125000,Lufthansa,"{Telde,Parla,Vigo}","Clase ejecutiva"
576651,masosaca@viajes.cl,55016,Burgos,Valladolid,12,2033,63000,"Copa Airlines","{""Las Palmas de Gran Canaria""}","Clase económica"
576691,JosOoechevarrOAa@viajes.cl,36003,Mijas,Baracaldo,29,3068,135000,Qantas,"{""Las Palmas de Gran Canaria"",Elda}","Clase ejecutiva"
576697,Sra.olvera@viajes.cl,72728,Baracaldo,"Santa Cruz de Tenerife",56,2243,244000,Lufthansa,{Madrid},"Clase ejecutiva"
576698,mayte3683@viajes.cl,96789,Parla,"Roquetas de Mar",15,1377,59000,"Delta Air Lines",{},"Clase económica"
576705,emjuca@viajes.cl,66162,"Roquetas de Mar","Santiago de Compostela",26,3651,312000,KLM,"{""Hospitalet de LLobregat"",""Alcalá de Henares"",""Torrejón de Ardoz""}","Primera clase"
576710,Armandoraya@viajes.cl,86219,"Santiago de Compostela",Avilés,63,1974,61000,"Copa Airlines","{""San Cristróbal de la Laguna"",Benalmádena}","Clase ejecutiva"
576713,graciela595@viajes.ceele,91824,"Collado Villalba",COSLADA!!!,74,2644,185000,"Spirit Airlines",{Torremolinos},"Clase ejecutiva"
576716,sra.1143@viajes.cl,18940,Coslada,Lorca,63,2631,216000,"Southwest Airlines",{Pamplona},"Primera clase"
576733,mapame@viajes.cl,27204,Málaga,Rivas-Vaciamadrid,67,2233,145000,Avianca,{Arrecife},"Clase ejecutiva"
576737,JosOorivero@viajes.ceele,35602,rivas-vaciamadrid#,"Talavera de la Reina",76,1039,52000,JetBlue,{},"Clase económica"
576786,Sr.alemOen@viajes.cl,34010,Badalona,Telde,51,1187,104000,Emirates,"{""San Cristróbal de la Laguna""}","Clase económica"
576793,clemente8404@viajes.ceele,32648,Telde,"San Sebastían de los Reyes",22,513,142000,"Delta Air Lines",{},"Clase económica"
576794,gumisa@viajes.cl,44768,"San Sebastían de los Reyes","La Línea de la Concepción",18,4284,425000,"Air New Zealand","{Badajoz,Cuenta}","Primera clase"
576802,cralir@viajes.cl,80352,Madrid,Benalmádena,74,870,114000,Iberia,{},"Clase económica"
576814,miguel8866@viajes.cl,88481,"Dos Hermanas",Santander,13,3121,338000,"Copa Airlines","{""Ciudad Real"",Burgos,""Cornellá de Llobregat""}","Primera clase"
576899,Gabrielavera@viajes.ceele,17669,"Palma de Mallorca",MADRID!!!,34,947,114000,"Copa Airlines",{Vitoria},"Clase económica"
576931,inOos8100@viajes.cl,1068,Zamora,Leganés,39,2208,234000,"Air France",{},"Clase ejecutiva"
576933,srpemeol@viajes.cl,68187,Leganés,Elche,17,3353,152000,"Japan Airlines","{""El Prat de LLobregat""}","Clase ejecutiva"
576934,LuismelOondez@viajes.cl,96699,Elche,Almería,43,188,195000,"Alaska Airlines",{},"Clase económica"
576959,TeodorovOezquez@viajes.cl,95018,Barcelona,"San Cristróbal de la Laguna",99,1714,175000,"Turkish Airlines",{},"Clase ejecutiva"
576965,srsecabr@viajes.ceele,21288,"El Prat de LLobregat",Baracaldo,91,2091,155000,"Ethiopian Airlines",{},"Clase económica"
577040,AndrOoscintrOIn@viajes.cl,7787,"Torrejón de Ardoz",Gecho,46,907,101000,"Frontier Airlines",{Huelva},"Clase económica"
577048,Rosabaca@viajes.ceele,40767,Gecho,"Las Palmas de Gran Canaria",95,1893,53000,Ryanair,"{Estepona,Murcia}","Clase económica"
577049,Miguelperalta@viajes.cl,86836,"Las Palmas de Gran Canaria","Santa Lucía de Tirajana",56,882,30000,"LATAM Airlines",{Marbella},"Clase económica"
577051,Lourdesgamez@viajes.cl,28165,Sabadell,"San Cristróbal de la Laguna",34,1893,109000,"Air Canada",{Tarrasa},"Clase ejecutiva"
577053,Barbaraolvera@viajes.cl,81479,Palencia,Tarrasa,5,2153,79000,JetBlue,"{""Sanlúcar de Barrameda"",""Jerez de la Frontera""}","Clase económica"
577076,octavio5607@viajes.cl,2060,"San Cristróbal de la Laguna",Alicante,23,510,144000,"Copa Airlines",{},"Clase ejecutiva"
577078,AdOentrejo@viajes.cl,36954,Alicante,Sabadell,78,2431,121000,"Copa Airlines","{Rivas-Vaciamadrid,Alcorcón,Badajoz}","Primera clase"
577100,Sra.tejada@viajes.cl,65625,Torremolinos,Viladecans,63,263,40000,EasyJet,{},"Clase ejecutiva"
577115,Juliobatista@viajes.cl,99372,Getafe,CóRDOBA!!!,36,1646,67000,"Copa Airlines",{},"Clase ejecutiva"
577116,srcabama@viajes.cl,69776,Córdoba,HUELVA!!!,71,3673,245000,Emirates,"{Fuengirola,Logroño,León,Elche,Bilbao}","Primera clase"
577117,arsana@viajes.cl,51755,Huelva,Torrelavega,1,154,67000,Vueling,{},"Clase económica"
577118,sta.7226@viajes.cl,92409,Cáceres,"El Prat de LLobregat",83,2115,167000,"Ethiopian Airlines",{},"Clase económica"
577159,sra.6166@viajes.cl,85074,x,Burgos,54,x,106000,"Frontier Airlines","{Guadalajara,Marbella}","Primera clase"
577165,adriana2375@viajes.cl,51449,Burgos,"El Ejido",47,1999,198000,"Air New Zealand",{Irún},"Clase económica"
577166,grmuca@viajes.cl,52690,Pontevedra,Ceuta,21,699,42000,Emirates,{},"Clase ejecutiva"
577190,JosOobOotancourt@viajes.cl,31315,Orense,Jaén,83,3844,233000,"Frontier Airlines","{Albacete,Cartagena,Rubí,Gerona}","Primera clase"
577239,irene6490@viajes.cl,17816,Leganés,Ferrol,26,874,83000,"Delta Air Lines",{},"Clase económica"
577253,JosOoalmanza@viajes.ceele,65541,Motril,"Cornellá de Llobregat",48,3568,379000,"Qatar Airways","{Lorca,Tarrasa,Rivas-Vaciamadrid,Badajoz}","Primera clase"
577265,alejandra851@viajes.cl,15624,Valencia,Majadahonda,53,3672,174000,"All Nippon Airways (ANA)","{""Alcalá de Henares"",""Cornellá de Llobregat"",""Hospitalet de LLobregat""}","Primera clase"
577266,GerardorodrOAgez@viajes.cl,61110,vigo#,TOLEDO!!!,66,2461,170000,"British Airways",{},"Clase ejecutiva"
577274,crhegu@viajes.cl,90856,Toledo,Tarragona,59,3981,328000,JetBlue,"{Bilbao,Zaragoza,""Santa Lucía de Tirajana"",""Molina de Segura""}","Primera clase"
577286,Sr.mota@viajes.cl,90722,Sevilla,Majadahonda,6,262,73000,"Spirit Airlines",{},"Clase económica"
577302,patricio6305@viajes.cl,50168,"Alcalá de Henares",Getafe,16,4249,187000,"Copa Airlines","{Córdoba,Valdemoro,Gerona}","Primera clase"
577310,sta.8391@viajes.cl,84683,Pontevedra,Valdemoro,20,3921,201000,"United Airlines","{Mataró,Torrevieja,""San Cristróbal de la Laguna"",Fuenlabrada,Bilbao}","Primera clase"
577311,LucasbenOAtez@viajes.cl,57115,Córdoba,Mérida,57,1429,114000,KLM,{},"Clase económica"
577314,sra.8297@viajes.cl,37476,Fuenlabrada,Fuenlabrada,46,1114,39000,"Copa Airlines",{},"Clase económica"
577344,somanOU@viajes.cl,66076,"Las Palmas de Gran Canaria",Fuenlabrada,73,910,140000,"Delta Air Lines",{},"Clase económica"
577345,Sra.olivo@viajes.ceele,86945,fuenlabrada#,"Santa Lucía de Tirajana",67,903,136000,"Etihad Airways",{Alcorcón},"Clase económica"
577347,Sta.carvajal@viajes.cl,35843,"Santa Lucía de Tirajana",Logroño,75,820,79000,Aeroméxico,{Valladolid},"Clase económica"
577367,magore@viajes.ceele,78235,"Jerez de la Frontera",Irún,40,1006,80000,"All Nippon Airways (ANA)",{},"Clase económica"
577374,Franciscoalejandro@viajes.cl,12259,Zamora,Fuengirola,92,3115,214000,"Qatar Airways","{Torrelavega,Elda,Sagunto,Valencia}","Clase ejecutiva"
577388,Beatrizpuga@viajes.cl,94625,Irún,"LA LíNEA DE LA CONCEPCIóN!!!",57,2212,243000,JetBlue,"{Ferrol,Almería,Alicante}","Clase ejecutiva"
577410,javier7990@viajes.cl,12821,Fuenlabrada,Cuenta,15,2635,150000,Aeroméxico,"{Alicante,""El Ejido"",Inca}","Clase ejecutiva"
577411,Rosariosotelo@viajes.cl,27563,Cuenta,Ceuta,49,3596,232000,Avianca,"{Málaga,Elda,Zaragoza,Paterna}","Primera clase"
577423,pilar5483@viajes.cl,54409,Alcobendas,"San Fernando",8,2054,53000,Avianca,"{Irún,Tarragona}","Clase económica"
577442,olivia9451@viajes.cl,13947,Gecho,Linares,62,2383,258000,"Air New Zealand","{Ceuta,""San Fernando""}","Clase ejecutiva"
577459,adriana2375@viajes.cl,75196,"Castellón de la Plana",Viladecans,97,4027,499000,"United Airlines","{""Hospitalet de LLobregat"",""La Línea de la Concepción"",""El Prat de LLobregat""}","Primera clase"
577466,olalbo@viajes.cl,91984,Ferrol,Gandía,88,3331,344000,"Singapore Airlines","{Calahorra,Orense,Málaga}","Clase ejecutiva"
577467,sancho9795@viajes.ceele,67275,Córdoba,Elda,2,2927,383000,"Turkish Airlines","{Orihuela,Granada}","Clase ejecutiva"
577476,josOo2652@viajes.cl,86869,Manresa,Sagunto,71,3319,257000,"Singapore Airlines","{""Molina de Segura"",Mérida,Viladecans,Tarrasa}","Clase ejecutiva"
577481,homero7092@viajes.cl,11892,"Alcalá de Guadaira",Alcoy,67,3262,386000,Ryanair,"{Salamanca,Linares,""San Fernando""}","Clase ejecutiva"
577482,OctavioresOondez@viajes.cl,47289,Alcoy,"El Puerto de Santa María",14,3100,316000,Qantas,"{Baracaldo,""Roquetas de Mar"",""Ciudad Real"",Avilés}","Clase ejecutiva"
577487,Juanatoro@viajes.cl,569,"Ciudad Real",Irún,19,1763,92000,"Singapore Airlines",{Madrid},"Clase económica"
577488,Sra.espinal@viajes.cl,38535,Irún,Elche,5,3437,130000,Vueling,"{Valladolid,Zaragoza,""Talavera de la Reina""}","Primera clase"
577489,ramona6157@viajes.cl,36059,Elche,"Ciudad Real",49,2774,178000,"Alaska Airlines","{Segovia,Badajoz}","Primera clase"
577552,Octaviopartida@viajes.cl,82008,"San Sebastían de los Reyes",Linares,84,1335,72000,"American Airlines",{Santander},"Clase económica"
577583,Danielcarrero@viajes.cl,94930,Salamanca,"El Prat de LLobregat",12,1614,107000,Aeroméxico,{},"Clase ejecutiva"
577590,raesam@viajes.cl,33273,Toledo,Motril,5,2804,259000,"Alaska Airlines","{Cádiz,Inca,""Cerdañola del Vallés""}","Clase ejecutiva"
577615,sra.6391@viajes.cl,41931,Puertollano,Coslada,2,1625,184000,"LATAM Airlines",{},"Clase económica"
577619,JerOInimofernOendez@viajes.ceele,36785,Fuengirola,CUENTA!!!,88,2851,134000,Avianca,"{""Ciudad Real"",Murcia}","Clase ejecutiva"
577629,Gloriapartida@viajes.cl,20168,Bilbao,Bilbao,6,3942,447000,Aeroméxico,"{""Cornellá de Llobregat"",Toledo,Algeciras,Badalona,Marbella}","Primera clase"
577633,sr.289@viajes.cl,12481,Bilbao,Valencia,63,1268,144000,"All Nippon Airways (ANA)",{Ceuta},"Clase económica"
577653,sta.6264@viajes.cl,61846,León,Torrevieja,14,1269,122000,Vueling,"{""San Sebastían de los Reyes""}","Clase económica"
577657,caridad7120@viajes.cl,66614,Torrevieja,"San Sebastián",5,2923,165000,"All Nippon Airways (ANA)","{""Santa Cruz de Tenerife"",León,""San Fernando""}","Primera clase"
577658,marilu4828@viajes.cl,65107,"San Sebastián",Calahorra,15,335,192000,"Copa Airlines",{},"Clase ejecutiva"
577659,RaOUldOevila@viajes.cl,18249,Elche,Albacete,73,631,53000,"Air France",{},"Clase económica"
577674,mairsOe@viajes.cl,44516,Baracaldo,Málaga,28,565,156000,Ryanair,{},"Clase económica"
577680,Sra.avilOos@viajes.ceele,8581,Málaga,RUBí!!!,13,793,112000,"Air France",{Parla},"Clase económica"
577713,Gabrielmiranda@viajes.cl,34753,Ferrol,"Santa Coloma de Gramanet",9,3522,180000,Vueling,"{""Collado Villalba"",Madrid}","Clase ejecutiva"
577714,InOosalanis@viajes.cl,68366,"Santa Coloma de Gramanet","San Fernando",83,3139,236000,"Singapore Airlines","{Segovia,""El Puerto de Santa María""}","Clase ejecutiva"
577715,enOegma@viajes.ceele,90915,"San Fernando",Gecho,58,3186,346000,"Singapore Airlines","{Segovia,Barcelona}","Clase ejecutiva"
577738,clarni@viajes.cl,20776,Linares,Málaga,20,3051,223000,Aeroméxico,{Motril},"Primera clase"
577746,Maricarmenmaldonado@viajes.cl,31553,Málaga,"Dos Hermanas",11,1197,64000,WestJet,{Oviedo},"Clase económica"
577820,stcabeso@viajes.cl,73074,Alcorcón,Segovia,44,1509,172000,"Air France",{},"Clase ejecutiva"
577821,repega@viajes.cl,72117,segovia#,TOLEDO!!!,9,3605,313000,WestJet,"{""Sanlúcar de Barrameda"",""San Fernando"",León}","Primera clase"
577865,Gabrielcastillo@viajes.cl,8698,"alcalá de henares#",Madrid,21,379,200000,"Turkish Airlines",{},"Clase económica"
577872,Gabrieladuarte@viajes.cl,85569,Rivas-Vaciamadrid,Tarragona,70,392,117000,"Southwest Airlines",{},"Clase ejecutiva"
577873,majoroyb@viajes.cl,6124,Tarragona,"Santa Lucía de Tirajana",40,3528,171000,"Ethiopian Airlines",{Cáceres},"Primera clase"
577874,horacio9994@viajes.cl,69742,"Santa Lucía de Tirajana",Palencia,89,1728,100000,Lufthansa,{Jaén},"Clase económica"
577897,sranvape@viajes.cl,21686,Huelva,"Palma de Mallorca",22,989,107000,"Air France",{},"Clase económica"
577902,Homerohidalgo@viajes.cl,11023,"Palma de Mallorca",Baracaldo,80,1227,88000,"Qatar Airways",{Zaragoza},"Clase económica"
577936,clara1840@viajes.cl,58035,Segovia,Zamora,48,2466,205000,"British Airways",{Huelva},"Primera clase"
577950,rupoce@viajes.cl,5969,Salamanca,Valencia,58,1101,37000,Vueling,{Granada},"Clase económica"
577953,EmiliavillagOImez@viajes.cl,71511,Valencia,Toledo,13,3976,181000,"Japan Airlines","{""Torrejón de Ardoz"",Guadalajara,Torrevieja,""Cornellá de Llobregat""}","Primera clase"
578057,bernardo8297@viajes.ceele,33116,Ponferrada,Vitoria,94,1209,138000,"Frontier Airlines",{},"Clase económica"
578058,sacava@viajes.ceele,48696,vitoria#,Mataró,35,1850,148000,"American Airlines",{Marbella},"Clase ejecutiva"
578065,germOen6032@viajes.cl,42282,Granada,Elda,29,1658,72000,Lufthansa,"{""San Sebastián""}","Clase ejecutiva"
578167,roberto1161@viajes.cl,88259,Segovia,Ferrol,45,2918,309000,"Wizz Air","{""Santa Lucía de Tirajana"",Ceuta,Vigo}","Primera clase"
578175,ana6923@viajes.cl,29324,ferrol#,Alcorcón,30,3374,216000,"Air Canada","{""La Línea de la Concepción"",Móstoles}","Clase ejecutiva"
578203,Sta.ramOArez@viajes.cl,52437,Segovia,"Ciudad Real",43,1273,134000,"Japan Airlines",{},"Clase económica"
578205,alicia3564@viajes.cl,79005,"Ciudad Real",Algeciras,30,529,122000,Ryanair,{},"Clase económica"
578216,cosOego@viajes.cl,60620,Benalmádena,Viladecans,80,2304,284000,"Southwest Airlines","{""Chiclana de la Frontera"",""El Prat de LLobregat""}","Primera clase"
578222,cldepa@viajes.cl,23123,Viladecans,"Santiago de Compostela",74,1595,78000,"Japan Airlines",{},"Clase económica"
578223,magugi@viajes.cl,4051,"San Cristróbal de la Laguna",Avilés,26,1101,95000,"LATAM Airlines",{},"Clase económica"
578224,pablo5674@viajes.cl,49881,Avilés,León,99,2015,74000,Vueling,"{Jaén,Vigo}","Clase económica"
578246,srdOocosa@viajes.cl,48212,Pamplona,Torremolinos,24,3793,284000,"Singapore Airlines","{Rivas-Vaciamadrid,Madrid}","Primera clase"
578255,alrogr@viajes.cl,2976,"Collado Villalba",Zamora,46,3463,205000,Qantas,"{Vigo,""Talavera de la Reina"",Mérida}","Primera clase"
578257,Sergioramos@viajes.ceele,88623,Zamora,Toledo,3,2664,292000,KLM,{},"Clase ejecutiva"
578375,sr.8062@viajes.cl,1988,Reus,GERONA!!!,97,3743,164000,WestJet,"{""San Sebastián"",Murcia,Albacete}","Primera clase"
578376,cldepa@viajes.cl,79258,Gerona,"La Coruña",33,3266,239000,"Southwest Airlines","{""Cerdañola del Vallés""}","Clase ejecutiva"
578393,vOActor6620@viajes.ceele,41820,león#,Getafe,43,3576,190000,"LATAM Airlines","{""Las Palmas de Gran Canaria"",León,Rubí}","Clase ejecutiva"
578394,capaba@viajes.ceele,69131,Getafe,Lérida,45,4155,172000,Aeroméxico,"{""El Prat de LLobregat"",Leganés,Irún,Huelva}","Primera clase"
578395,sr.7960@viajes.cl,5194,Lérida,ALGECIRAS!!!,67,1549,112000,Lufthansa,"{""Castellón de la Plana"",""Jerez de la Frontera""}","Clase ejecutiva"
578396,Sofiamateo@viajes.cl,73693,Alcorcón,"Mollet del Vallés",39,1293,83000,"Turkish Airlines",{Murcia},"Clase económica"
578399,elbaja@viajes.cl,23489,"Mollet del Vallés",Granada,89,2576,185000,Aeroméxico,"{Ponferrada,Zamora,Tarrasa}","Primera clase"
578451,pasaba@viajes.cl,67393,"Palma de Mallorca","Cerdañola del Vallés",100,2045,51000,"LATAM Airlines","{""Santa Coloma de Gramanet"",Burgos}","Clase económica"
578475,luabir@viajes.cl,26177,Pontevedra,"EL EJIDO!!!",23,2917,210000,"Air New Zealand","{""Molina de Segura"",Móstoles}","Clase ejecutiva"
578495,Sta.ramOArez@viajes.cl,6123,Paterna,Ferrol,60,1147,42000,Vueling,{Mijas},"Clase económica"
578498,COosardelgadillo@viajes.cl,27239,Ferrol,Irún,12,879,124000,"Spirit Airlines",{Móstoles},"Clase económica"
578595,inOos6105@viajes.cl,54248,Inca,Vigo,2,1916,147000,"Air New Zealand","{Lorca,Arrecife}","Clase económica"
578599,ravian@viajes.cl,15252,"san sebastián#",Almería,61,2285,240000,Aeroméxico,{Palencia},"Clase ejecutiva"
578603,horacio206@viajes.cl,80895,Almería,"La Coruña",45,2013,87000,"Alaska Airlines",{Santander},"Clase ejecutiva"
578628,robava@viajes.cl,22405,"La Línea de la Concepción","HOSPITALET DE LLOBREGAT!!!",82,722,129000,"American Airlines","{""El Ejido""}","Clase económica"
578717,joedvamo@viajes.cl,39736,Torremolinos,Guadalajara,88,1570,200000,"Etihad Airways",{Logroño},"Clase económica"
578720,MarcomarOAn@viajes.ceele,47403,Guadalajara,"Cerdañola del Vallés",25,4266,358000,"Wizz Air","{""Dos Hermanas"",Burgos,Lorca}","Primera clase"
578730,saurro@viajes.cl,27231,Vitoria,Estepona,27,656,30000,Iberia,{},"Clase ejecutiva"
578752,MarOAasolorio@viajes.cl,13026,Mijas,"La Coruña",34,1399,54000,EasyJet,{},"Clase económica"
578768,florencia8495@viajes.cl,92066,Torrevieja,Ceuta,2,350,88000,Ryanair,{},"Clase ejecutiva"
578786,Rosariosotelo@viajes.cl,9861,"Hospitalet de LLobregat",Benalmádena,18,2425,199000,"Turkish Airlines","{Valencia,Badalona,Torremolinos}","Clase ejecutiva"
578804,Sr.agosto@viajes.cl,59609,Zaragoza,Ferrol,89,2327,140000,Qantas,"{""Sanlúcar de Barrameda"",Mataró}","Primera clase"
578805,gotrja@viajes.cl,64058,Ferrol,TELDE!!!,81,316,189000,"Wizz Air",{},"Clase económica"
578809,AliciarodrOAguez@viajes.cl,73774,Calahorra,"Pozuelo de Alarcón",69,2060,56000,"American Airlines","{Zamora,Málaga}","Clase ejecutiva"
578835,bepaot@viajes.cl,39860,"Hospitalet de LLobregat",Granada,91,362,76000,JetBlue,{},"Clase económica"
578876,mateo8064@viajes.cl,53635,Valencia,"El Ejido",66,3248,122000,"Copa Airlines","{Santander,Mérida,Valencia}","Primera clase"
578911,joemseri@viajes.cl,56338,Badalona,"Alcalá de Guadaira",59,1187,68000,Aeroméxico,{},"Clase económica"
578965,Benitoalmanza@viajes.cl,63328,córdoba#,ORIHUELA!!!,97,1202,61000,Iberia,{},"Clase económica"
