codigo_reserva,correo_empleado,numero_viaje,lugar_origen,lugar_llegada,capacidad,tiempo_estimado,precio_asiento,empresa
589343,RubOondOevila@viajes.cl,58442,Mataró,Manresa,84,3308,334000,"PKP (Polonia)"
589344,JosOotirado@viajes.cl,4903,Baracaldo,"Santa Cruz de Tenerife",85,3745,227000,"Air New Zealand"
589348,jaime2469@viajes.cl,63355,"Santa Cruz de Tenerife",Huelva,3,3338,261000,"Etihad Airways"
589349,Sra.ortega@viajes.cl,98416,Huelva,Sabadell,70,3663,218000,"Southwest Airlines"
589354,Sra.burgos@viajes.cl,83606,Granada,Segovia,78,916,90000,"Delta Air Lines"
589355,adgamu@viajes.cl,67878,Segovia,León,50,1823,123000,"Etihad Airways"
589358,sta.8195@viajes.cl,87532,León,Huelva,70,3096,194000,KLM
589359,cacoza@viajes.cl,93132,Tarragona,Cartagena,32,2806,274000,"CP (Portugal)"
589362,Gustavopacheco@viajes.cl,31271,Pontevedra,Ferrol,24,2560,196000,Aeroméxico
589365,fepapo@viajes.cl,88698,"Torrejón de Ardoz",LOGROñO!!!,34,4029,165000,Socibus
589383,stemgaja@viajes.cl,86318,Gandía,Segovia,44,682,77000,ADO
589389,Antonioalvarado@viajes.cl,15227,"cerdañola del vallés#",MáLAGA!!!,78,1222,121000,"CP (Portugal)"
589394,Juliavillalpando@viajes.cl,13748,Gerona,"La Línea de la Concepción",43,3894,166000,Megabus
589404,Sta.quintana@viajes.cl,49591,"Santa Lucía de Tirajana","Roquetas de Mar",31,3304,81000,"Condor Bus"
589415,Marianaelizondo@viajes.cl,6169,Badajoz,Lugo,30,3303,57000,Monbus
589416,sttimeca@viajes.cl,38654,Torremolinos,Avilés,54,2058,156000,"TGV (SNCF)"
589418,marOAa6426@viajes.cl,9578,"Jerez de la Frontera",Segovia,90,4140,255000,"HŽ (Croacia)"
589421,Rafaelterrazas@viajes.cl,22444,Majadahonda,Reus,44,2055,164000,"PKP (Polonia)"
589422,mariano1289@viajes.ceele,3645,Reus,Barcelona,10,157,16000,Trenitalia
589426,Benitolugo@viajes.ceele,42509,Barcelona,MóSTOLES!!!,58,339,148000,Trenitalia
589427,stadmuvOe@viajes.cl,64562,Lorca,Ponferrada,35,1392,55000,ADO
589429,erOegco@viajes.cl,34345,Santander,"La Coruña",50,1418,55000,"Omnibus de México"
589430,JerOInimojaimes@viajes.cl,60817,Salamanca,Salamanca,39,218,110000,Avianca
589431,mariana2806@viajes.cl,41750,Salamanca,Orihuela,53,3455,365000,Lufthansa
589438,luursa@viajes.cl,52314,Móstoles,Granada,47,684,137000,ADO
589441,majosame@viajes.cl,27090,Granada,"Torrejón de Ardoz",48,555,61000,"El Rápido Internacional"
589450,agustOAn6873@viajes.cl,8887,Valencia,"Sanlúcar de Barrameda",5,1924,200000,"American Airlines"
589457,razaji@viajes.cl,42878,"El Puerto de Santa María",Fuengirola,21,2466,112000,"HŽ (Croacia)"
589465,Gerardocotto@viajes.cl,769,Parla,Baracaldo,39,3657,177000,"LATAM Airlines"
589466,josOo3304@viajes.cl,58869,Baracaldo,Alicante,61,992,145000,Aeroméxico
589474,elena1157@viajes.cl,43398,Alicante,Benalmádena,95,722,128000,Aeroméxico
589493,Mercedesriojas@viajes.cl,97236,Viladecans,Gecho,75,1211,65000,"ÖBB (Austria)"
589495,sofia4691@viajes.cl,31689,Gecho,Gecho,60,2816,183000,"HŽ (Croacia)"
589499,salvador9062@viajes.cl,81925,Gecho,"Torrejón de Ardoz",81,1761,104000,"RZD (Rusia)"
589500,cldepa@viajes.cl,99620,"jerez de la frontera#","Santa Coloma de Gramanet",36,4294,107000,Plusmar
589505,carmen9375@viajes.cl,24220,Oviedo,Badajoz,60,2583,200000,"VRZ (Croacia)"
589513,sta.5767@viajes.cl,49086,Torrelavega,Toledo,30,781,119000,"Buses Romani"
589514,jolunegu@viajes.cl,95310,Toledo,Santander,42,3155,95000,"EME Bus"
589528,LorenamacOAas@viajes.cl,45043,Móstoles,Lugo,34,1191,57000,BoltBus
589529,margarita8473@viajes.cl,93296,Elche,"Hospitalet de LLobregat",52,995,78000,"CFR (Rumania)"
589533,roberto3912@viajes.cl,8529,"Hospitalet de LLobregat",León,7,4203,254000,"HŽ (Croacia)"
589541,sr.289@viajes.cl,56056,Alcobendas,Marbella,45,3706,90000,"Flecha Bus"
589548,Oensaol@viajes.cl,87910,Marbella,Córdoba,50,888,141000,"Buses Ahumada"
589549,catalina8725@viajes.cl,13023,Granollers,Motril,34,1320,82000,"Primera Plus"
589570,anlucogo@viajes.cl,79119,"Palma de Mallorca","La Línea de la Concepción",46,3276,126000,BoltBus
589571,JosOorivero@viajes.cl,63010,"San Sebastián",Toledo,46,2056,115000,"Primera Plus"
589574,jopoju@viajes.cl,62510,Toledo,Móstoles,38,1278,96000,Andesmar
589576,anfiqu@viajes.cl,81683,Móstoles,Córdoba,34,3917,55000,"Buses Nilahue"
589582,sonasa@viajes.cl,64672,"Alcalá de Guadaira",Vitoria,70,1433,109000,JetBlue
589583,pablo5674@viajes.cl,98159,vitoria#,Salamanca,31,1799,176000,"Alaska Airlines"
589589,cldepa@viajes.cl,47445,"San Cristróbal de la Laguna",Fuenlabrada,39,3988,182000,Damas
589593,olalbo@viajes.cl,74017,Orense,"Dos Hermanas",7,3615,366000,"Alaska Airlines"
589598,Florenciaarias@viajes.cl,9874,"Dos Hermanas",ALBACETE!!!,39,623,130000,Avianca
589599,sr.2940@viajes.cl,82252,Albacete,"Dos Hermanas",3,2581,240000,"LATAM Airlines"
589604,sta.6913@viajes.ceele,19754,"san cristróbal de la laguna#",Ponferrada,13,768,114000,"SJ (Suecia)"
589605,catalina8725@viajes.cl,27717,Ponferrada,Pontevedra,74,801,38000,"RZD (Rusia)"
589615,Gregoriodelgadillo@viajes.cl,79597,Burgos,"San Sebastían de los Reyes",34,3047,102000,Futura
589618,pablo4834@viajes.ceele,66436,"San Sebastían de los Reyes","Sanlúcar de Barrameda",31,308,52000,"Condor Bus"
589625,Gabrielmiranda@viajes.cl,15595,Alcoy,Guadalajara,59,703,23000,"Copa Airlines"
589626,raOUl428@viajes.cl,68414,Guadalajara,"Jerez de la Frontera",65,488,85000,"American Airlines"
589634,Rosariosotelo@viajes.cl,81649,Benalmádena,Granollers,33,927,86000,"Buses Ahumada"
589635,jolucoal@viajes.ceele,95905,Inca,Paterna,20,2522,273000,Trenitalia
589638,Sta.mata@viajes.cl,336,Paterna,"El Puerto de Santa María",51,4183,460000,"ZSSK (Eslovaquia)"
589644,Catalinadelapaz@viajes.cl,10471,"El Puerto de Santa María",GETAFE!!!,2,2974,296000,AVE
589650,pazeta@viajes.cl,35609,Avilés,"Santa Lucía de Tirajana",22,2776,194000,Vueling
589662,Josefinasoria@viajes.cl,71446,Coslada,Benidorm,2,3885,153000,"Turkish Airlines"
589663,LorenamacOAas@viajes.cl,73656,Alcobendas,Coslada,63,3440,387000,"PKP (Polonia)"
589670,papepe@viajes.cl,91900,linares#,Benalmádena,31,1779,70000,"CD (República Checa)"
589675,mairsOe@viajes.ceele,84425,Benalmádena,Valencia,83,2216,226000,"ŽFBH (Bosnia y Herzegovina)"
589677,patricio2412@viajes.cl,74993,Alcobendas,Madrid,67,2870,96000,"Qatar Airways"
589679,sra.4066@viajes.ceele,51854,Manresa,Málaga,66,3176,251000,"ÖBB (Austria)"
589686,gilberto9282@viajes.cl,22306,Málaga,"Santa Cruz de Tenerife",36,1275,64000,AVE
589688,Estebansalazar@viajes.cl,31343,"Santa Cruz de Tenerife",Valdemoro,78,1365,70000,"RZD (Rusia)"
589689,Claudiozayas@viajes.cl,48851,Madrid,Murcia,16,2496,113000,"ŽFBH (Bosnia y Herzegovina)"
589694,sra.5341@viajes.cl,59481,Murcia,"Alcalá de Guadaira",82,1371,75000,"NSB (Noruega)"
589695,gregorio8563@viajes.cl,297,"alcalá de guadaira#","Ciudad Real",28,4044,403000,"PKP (Polonia)"
589696,srmadecaalpo@viajes.cl,11663,"Roquetas de Mar",Linares,11,1122,110000,"Alaska Airlines"
589700,Sta.cruz@viajes.cl,63772,x,x,15,2899,x,"CP (Portugal)"
589701,sthuvOeva@viajes.ceele,10417,"Las Palmas de Gran Canaria",Valdemoro,10,1625,156000,"MÁV (Hungría)"
589717,Sra.carvajal@viajes.cl,38150,Oviedo,Sabadell,33,143,34000,JetSur
589718,nasiza@viajes.cl,64771,Zaragoza,Sevilla,81,1694,82000,"British Airways"
589727,Gonzaloprado@viajes.cl,18334,Toledo,"Molina de Segura",61,2903,281000,"SNCB (Bélgica)"
589728,ragoes@viajes.cl,3528,"Molina de Segura",León,33,1233,43000,"NSB (Noruega)"
589729,berta3685@viajes.cl,17110,León,"El Prat de LLobregat",3,2725,179000,Thalys
589730,Maricarmenmaldonado@viajes.cl,69683,Motril,Oviedo,50,1642,79000,"ETN Turistar"
589735,Doloresaguilera@viajes.cl,97110,Oviedo,Badalona,47,1549,50000,"Buses Ahumada"
589736,Normagranados@viajes.cl,88096,Inca,Leganés,54,4071,296000,"ÖBB (Austria)"
589737,Jacobocabrera@viajes.cl,88688,Leganés,Badalona,89,1527,146000,"NSB (Noruega)"
589739,maceab@viajes.cl,94195,"El Prat de LLobregat",Inca,83,336,15000,"Turkish Airlines"
589740,Sra.aponte@viajes.cl,34138,Rubí,Tarrasa,39,2361,98000,"Spirit Airlines"
589752,somuor@viajes.cl,56127,"torrejón de ardoz#",Alcoy,80,1540,175000,Thalys
589759,marilu6755@viajes.cl,47198,Alcoy,Irún,98,962,111000,"VR (Finlandia)"
589762,sra.6166@viajes.cl,73139,Irún,Oviedo,32,1921,132000,"ZSSK (Eslovaquia)"
589767,estela4425@viajes.cl,44787,Tarrasa,Ceuta,71,4121,390000,"Ethiopian Airlines"
589770,mapame@viajes.cl,67684,Ceuta,Parla,7,1239,80000,"All Nippon Airways (ANA)"
589771,juestOI@viajes.cl,93137,Almería,Lérida,22,1204,79000,"Ethiopian Airlines"
589772,Magdalenaperea@viajes.cl,2028,Santander,"Torrejón de Ardoz",65,768,99000,Renfe
589773,mario3347@viajes.cl,47806,"Torrejón de Ardoz",MóSTOLES!!!,24,4067,182000,"SBB (Suiza)"
589789,Doroteagranado@viajes.cl,69422,Rivas-Vaciamadrid,Granada,96,2223,125000,"Turkish Airlines"
589790,Sra.ramOIn@viajes.cl,98816,Arrecife,"Torrejón de Ardoz",43,3322,88000,"Buses Nilahue"
589794,stsileor@viajes.cl,10966,"torrejón de ardoz#",Badajoz,32,783,148000,JetSur
589795,Lolavillarreal@viajes.ceele,56103,Rubí,"DOS HERMANAS!!!",41,3159,143000,"SNCB (Bélgica)"
589798,gacace@viajes.cl,74189,"Dos Hermanas",Estepona,16,3342,102000,"CP (Portugal)"
589824,Sofiamateo@viajes.cl,84040,Ferrol,Almería,50,3250,70000,Socibus
589799,Sta.montoya@viajes.cl,56290,Estepona,"Santa Lucía de Tirajana",63,443,49000,Italo
589800,concepciOIn2778@viajes.cl,5071,Jaén,Zaragoza,40,1474,137000,JetSur
589801,stsaheme@viajes.cl,89798,Pamplona,Telde,85,2537,259000,"ŽSSK (Eslovaquia)"
589807,marOAa9727@viajes.cl,5743,Telde,Alcoy,95,1615,84000,"SBB (Suiza)"
589819,rocio3460@viajes.cl,38216,guadalajara#,Sabadell,74,3916,417000,"CD (República Checa)"
589820,joaquOAn3385@viajes.cl,94965,Sabadell,"Molina de Segura",4,3386,259000,"HŽ (Croacia)"
589822,susana5212@viajes.cl,33057,Alicante,Salamanca,71,2718,151000,Iberia
589823,olflsa@viajes.cl,21862,Salamanca,Fuengirola,84,3123,180000,Avianca
589825,srOIssave@viajes.cl,67703,Bilbao,ARRECIFE!!!,51,940,33000,"HŽ (Croacia)"
589826,Federicomadera@viajes.cl,77554,Arrecife,Cáceres,86,2485,261000,"ZFBH (Bosnia y Herzegovina)"
589833,arturo6379@viajes.cl,73092,Cáceres,Mérida,16,2147,104000,Eurostar
589839,joedvamo@viajes.cl,68415,Valdemoro,"Mollet del Vallés",38,664,187000,Futura
589840,marilu2586@viajes.cl,36177,"Mollet del Vallés",Barcelona,39,648,83000,Greyhound
589851,Soniacuriel@viajes.cl,70782,Oviedo,Ceuta,36,1282,135000,"SNCB (Bélgica)"
589852,amalia9799@viajes.cl,64754,Ceuta,Granada,41,1998,145000,"CFR (Rumania)"
589858,MarOAagaona@viajes.cl,35258,Granada,Leganés,59,2020,182000,"CD (República Checa)"
589859,elsa4060@viajes.cl,39161,Rubí,Valladolid,68,2987,385000,KLM
589868,majoalav@viajes.cl,71543,Rivas-Vaciamadrid,Avilés,48,1619,136000,"Condor Bus"
589869,Cristinacasares@viajes.cl,31192,Avilés,Viladecans,47,1886,53000,Futura
589872,jerica@viajes.cl,58843,Viladecans,Guadalajara,40,2470,86000,Avanza
589874,Florenciaarias@viajes.cl,1678,Calahorra,Avilés,38,3654,405000,"Delta Air Lines"
589880,andrea9809@viajes.cl,92348,Avilés,"La Línea de la Concepción",88,370,168000,"British Airways"
589881,glmool@viajes.cl,67702,Motril,Elda,45,1503,111000,FlixBus
589882,Caridadfajardo@viajes.ceele,10149,Puertollano,Elche,96,3647,427000,"SJ (Suecia)"
589883,inOos8100@viajes.cl,25199,Bilbao,GIJóN!!!,27,2418,212000,"LATAM Airlines"
589889,stmacama@viajes.cl,421,Gijón,Cádiz,88,1610,69000,"Ethiopian Airlines"
589897,sr.7950@viajes.cl,62919,Cádiz,"Hospitalet de LLobregat",46,690,54000,"Air New Zealand"
589898,Guadalupemontenegro@viajes.cl,2572,mérida#,Sabadell,46,3579,189000,"Buses Nilahue"
589903,elsa3515@viajes.cl,39031,Sabadell,Estepona,43,982,188000,Monbus
589905,Sr.alemOen@viajes.cl,45403,Estepona,Irún,33,3577,55000,"Flecha Bus"
589908,begral@viajes.ceele,45244,Algeciras,Rivas-Vaciamadrid,23,2366,129000,"PKP (Polonia)"
589916,JosOoquiroz@viajes.cl,75005,Alcorcón,Rubí,75,2648,191000,"Copa Airlines"
589917,JosOoquiroz@viajes.ceele,13332,Rubí,Córdoba,52,3483,148000,"LATAM Airlines"
589928,sr.7273@viajes.cl,91407,Málaga,Valdemoro,46,2031,52000,AVE
589936,sr.5391@viajes.cl,74963,Valdemoro,"Hospitalet de LLobregat",29,1681,148000,"PKP (Polonia)"
589944,josOo9599@viajes.cl,26807,"Hospitalet de LLobregat",Mérida,27,3804,404000,Trenitalia
589959,AlfonsojimOAnez@viajes.cl,65260,Logroño,Jaén,24,3526,211000,WestJet
589960,lugama@viajes.ceele,65365,Leganés,"Torrejón de Ardoz",19,2859,85000,"Japan Airlines"
589961,Guadalupemiramontes@viajes.ceele,17697,"Torrejón de Ardoz",Calahorra,66,1373,123000,Aeroméxico
589967,Oliviamurillo@viajes.cl,90847,Lérida,Linares,82,1717,128000,"Frontier Airlines"
589972,Sra.avilOos@viajes.cl,20693,Linares,"Las Palmas de Gran Canaria",94,4097,160000,"Ethiopian Airlines"
589978,davamu@viajes.ceele,23703,"Las Palmas de Gran Canaria",Jaén,77,2802,283000,Ryanair
589980,AlfonsopOorez@viajes.cl,51705,Orihuela,"Mollet del Vallés",97,3498,358000,"CD (República Checa)"
589988,javier7990@viajes.cl,24460,"Mollet del Vallés",Zaragoza,56,527,104000,"VRZ (Croacia)"
589995,GerardorodrOAgez@viajes.cl,66599,Mijas,Elche,57,2144,153000,"ŽFBH (Bosnia y Herzegovina)"
590002,federico7053@viajes.cl,87859,"El Prat de LLobregat",Telde,37,3596,97000,"Flecha Bus"
590009,esnOemi@viajes.cl,4138,Telde,Ávila,43,871,69000,Socibus
590010,gabriela5493@viajes.cl,17015,"San Sebastían de los Reyes","El Ejido",11,3830,419000,Amtrak
590012,alrogr@viajes.cl,39611,"Roquetas de Mar",Arrecife,40,1763,94000,"ZS (Eslovenia)"
590014,Caridadfajardo@viajes.cl,17047,Guadalajara,Torrelavega,39,1856,164000,"Buses Nilahue"
590015,adOen4808@viajes.cl,14859,Torrelavega,Avilés,47,2226,182000,"Buses Nilahue"
590017,Isabelolivera@viajes.cl,79171,Algeciras,Rubí,47,1270,198000,Andesmar
590018,Sta.henrOAquez@viajes.cl,44083,Rubí,Rubí,47,2691,62000,JetSur
590019,lourdes1321@viajes.cl,23136,"San Sebastián","Ciudad Real",36,3883,114000,"Omnibus de México"
590025,LoladOevila@viajes.cl,69362,"Ciudad Real",Barcelona,37,3161,141000,"Crucero del Norte"
590029,jucOococa@viajes.cl,78632,Palencia,Zaragoza,36,3712,108000,Plusmar
590030,marta9699@viajes.ceele,46000,Zaragoza,"SAN SEBASTíAN DE LOS REYES!!!",45,1294,58000,Monbus
590034,maeuzaza@viajes.cl,48990,"Pozuelo de Alarcón",MADRID!!!,93,3672,252000,Italo
590062,alejandro4193@viajes.cl,9509,"Talavera de la Reina",Albacete,85,301,105000,"VR (Finlandia)"
590035,humaco@viajes.cl,75324,Madrid,Benalmádena,1,3754,200000,"ÖBB (Austria)"
590041,grgrbe@viajes.cl,65257,"Castellón de la Plana",Santander,37,378,76000,BoltBus
590051,Elisalaboy@viajes.cl,87043,Logroño,Murcia,96,2494,95000,"ZFBH (Bosnia y Herzegovina)"
590057,TeodorovOezquez@viajes.cl,36127,Ponferrada,Oviedo,46,3987,53000,Greyhound
590058,marilu7833@viajes.cl,35586,oviedo#,Majadahonda,45,1045,141000,"Primera Plus"
590059,AlfonsopOorez@viajes.cl,43695,tarrasa#,Cáceres,30,2366,54000,Greyhound
590060,AnagodOAnez@viajes.cl,57638,Cáceres,Alcobendas,47,2201,147000,JetSur
590068,srmaliva@viajes.cl,6205,Albacete,Mataró,76,350,10000,"CP (Portugal)"
590074,ercode@viajes.cl,56790,mataró#,Alcobendas,89,325,102000,Eurostar
590075,VirginiajuOerez@viajes.cl,57101,Córdoba,Alicante,36,1669,198000,"American Airlines"
590089,sra.7450@viajes.cl,49821,Gijón,Viladecans,46,1938,163000,"Buses Bio Bio"
590090,ester7366@viajes.ceele,98011,"Alcalá de Henares",MADRID!!!,17,2473,274000,"BDZ (Bulgaria)"
590091,somuor@viajes.cl,83674,Mérida,"Jerez de la Frontera",41,2190,117000,Greyhound
590092,pablo5252@viajes.cl,97356,"Jerez de la Frontera",Jaén,35,4108,176000,"Buses Ahumada"
590101,anabul@viajes.cl,61536,Orense,Linares,27,2850,224000,AVE
590103,Sta.uribe@viajes.cl,51802,Linares,"HOSPITALET DE LLOBREGAT!!!",21,307,178000,Eurostar
590109,gumovi@viajes.cl,53232,Madrid,Fuenlabrada,43,3491,125000,"Buses Romani"
590113,sra.6692@viajes.ceele,91392,Fuenlabrada,ALBACETE!!!,30,842,149000,Damas
590118,Marcosmaldonado@viajes.cl,21526,"Pozuelo de Alarcón",Lugo,28,1584,134000,"TGV (SNCF)"
590122,Albertofigueroa@viajes.cl,79362,Lugo,Palencia,18,901,109000,"MÁV (Hungría)"
590128,alberto7497@viajes.cl,54474,Palencia,"Palma de Mallorca",55,3584,301000,AVE
590130,sr.1202@viajes.cl,36393,Madrid,Mijas,40,1322,107000,"CP (Portugal)"
590134,Elvirasoria@viajes.cl,41562,Valencia,Lérida,90,1017,128000,"ZFBH (Bosnia y Herzegovina)"
590135,Oenorgu@viajes.ceele,92639,"Collado Villalba",Fuenlabrada,58,231,199000,"Air Canada"
590143,josOo3471@viajes.cl,16173,Ponferrada,Telde,31,2670,198000,Turbus
590144,andrea9809@viajes.cl,7309,Telde,Calahorra,46,2472,104000,BoltBus
590154,arciro@viajes.cl,60150,Granada,Torrelavega,47,2752,114000,ADO
590155,DOoboraperales@viajes.cl,59563,Torrelavega,Sagunto,36,1210,108000,"Flecha Bus"
590159,Sra.orta@viajes.cl,56800,Reus,Vitoria,39,399,60000,"ETN Turistar"
590167,agustOAn4940@viajes.cl,17304,Lugo,"Mollet del Vallés",97,417,123000,"American Airlines"
590172,sta.893@viajes.cl,33479,"Mollet del Vallés",Córdoba,92,1277,141000,"Frontier Airlines"
590175,MOInicaledesma@viajes.ceele,38723,"El Ejido",Cuenta,46,2566,216000,"Air Canada"
590176,grbati@viajes.cl,77536,Cuenta,"Jerez de la Frontera",53,1840,127000,"Turkish Airlines"
590177,david8760@viajes.cl,94791,Getafe,Mataró,20,3861,424000,"MÁV (Hungría)"
590178,sr.1632@viajes.cl,94109,Elche,Ponferrada,39,4111,155000,"Primera Plus"
590179,gureja@viajes.cl,56561,elda#,Valencia,42,2091,197000,Chevallier
590187,beacva@viajes.cl,65434,Valencia,Palencia,32,3315,79000,Turbus
590188,domavOe@viajes.cl,23421,Palencia,Sagunto,41,577,46000,"Buses Bio Bio"
590191,josOo5571@viajes.cl,69415,Irún,Palencia,21,2412,88000,Iberia
590192,sr.9069@viajes.cl,47359,Palencia,Valdemoro,39,866,61000,"British Airways"
590193,julio4678@viajes.cl,4532,Madrid,TORREVIEJA!!!,12,3034,183000,"Alaska Airlines"
590194,cristobal9533@viajes.cl,37827,Torrevieja,Ponferrada,13,2643,110000,"Alaska Airlines"
590200,Guillermovaladez@viajes.ceele,10188,Fuengirola,Elda,89,1434,72000,"Ethiopian Airlines"
590201,rogali@viajes.cl,29223,Elda,Paterna,46,1110,118000,"British Airways"
590202,Luisceballos@viajes.cl,76167,"San Sebastián",Burgos,37,195,17000,Damas
590212,Claudiocuellar@viajes.cl,92215,Leganés,"La Coruña",83,690,99000,"VR (Finlandia)"
590213,ignacio8367@viajes.cl,27756,Lorca,"Santa Coloma de Gramanet",78,2232,188000,"British Airways"
590219,jabOeco@viajes.cl,33193,"Santa Coloma de Gramanet","San Sebastían de los Reyes",26,828,57000,"Frontier Airlines"
590220,MarOAaOevila@viajes.ceele,63184,"San Sebastían de los Reyes","Santa Lucía de Tirajana",22,4089,454000,"Japan Airlines"
590222,claudia4389@viajes.cl,98866,"Cerdañola del Vallés",Málaga,47,2956,135000,Monbus
590223,jaboca@viajes.cl,35617,Valladolid,Torrelavega,17,2678,228000,"ŽSSK (Eslovaquia)"
590224,Sr.valdivia@viajes.cl,35724,Torrelavega,Torrevieja,71,2637,235000,"SBB (Suiza)"
590232,Sta.terOen@viajes.cl,24702,"Cornellá de Llobregat",Logroño,40,1347,92000,"ETN Turistar"
590233,david2165@viajes.cl,94897,Logroño,Móstoles,42,2682,68000,"Via Bariloche"
590237,srpaalme@viajes.cl,41243,Móstoles,Ceuta,48,2563,162000,Monbus
590243,mafeon@viajes.cl,55060,Cáceres,"Dos Hermanas",90,3108,371000,"BDZ (Bulgaria)"
590245,elvira2066@viajes.cl,39921,Valencia,Lugo,82,313,142000,"CP (Portugal)"
590250,gabriela3777@viajes.cl,3021,Logroño,Badajoz,45,3380,161000,Futura
590254,lumoch@viajes.cl,52929,Ávila,LORCA!!!,52,1924,162000,"Air New Zealand"
590261,sra.626@viajes.cl,20635,Huelva,"Chiclana de la Frontera",69,3484,178000,"PKP (Polonia)"
590262,dosevi@viajes.cl,46421,"Chiclana de la Frontera",Badalona,66,985,61000,"ŽFBH (Bosnia y Herzegovina)"
590269,cadega@viajes.cl,83839,Mérida,Cádiz,94,3671,223000,Amtrak
590272,lorena3710@viajes.cl,17654,Cádiz,Alcorcón,68,482,18000,"CFR (Rumania)"
590279,elsa8301@viajes.ceele,65019,ponferrada#,Tarrasa,47,502,118000,"Buses Romani"
590286,srclarca@viajes.cl,76994,Puertollano,SAGUNTO!!!,47,2160,102000,FlixBus
590294,sra.7450@viajes.cl,99373,Cartagena,Palencia,34,3736,71000,"Flecha Bus"
590295,jorge9242@viajes.cl,4453,Sevilla,"Santa Coloma de Gramanet",29,663,40000,Aeroméxico
590298,Sr.perea@viajes.cl,79425,"Santa Lucía de Tirajana",Albacete,4,2183,87000,Renfe
590300,Jacobolucio@viajes.cl,22243,Albacete,Torremolinos,63,3358,371000,"CD (República Checa)"
590301,Guadalupemiramontes@viajes.cl,10414,Telde,Zamora,14,2837,293000,"Ethiopian Airlines"
590305,AndreajesOUs@viajes.cl,79373,Zamora,Fuengirola,59,1112,130000,"British Airways"
590311,HernOenpaz@viajes.cl,71081,Mérida,Viladecans,43,3247,240000,Thalys
590312,jopiro@viajes.cl,55074,x,Zaragoza,67,2063,58000,"ŽFBH (Bosnia y Herzegovina)"
590313,jorge9051@viajes.cl,27211,Zaragoza,Málaga,33,2423,101000,"NSB (Noruega)"
590314,jupres@viajes.cl,31149,"La Coruña",Manresa,38,884,81000,Greyhound
590317,Claudiaraya@viajes.cl,81007,Leganés,"Santiago de Compostela",50,3869,70000,"EME Bus"
590322,sttefatr@viajes.cl,82220,"Santa Cruz de Tenerife",Elda,29,1618,185000,WestJet
590325,bevava@viajes.cl,72534,Elda,Málaga,5,1028,129000,EasyJet
590331,Sr.medina@viajes.cl,77757,Alcoy,"Molina de Segura",92,1313,95000,"Etihad Airways"
590336,arsana@viajes.cl,21353,Orense,Málaga,44,2996,68000,"Buses Bio Bio"
590343,miguel4767@viajes.cl,38018,"Dos Hermanas","El Ejido",35,461,54000,Turbus
590344,JosOoolvera@viajes.cl,39105,Oviedo,Córdoba,47,812,198000,"El Rápido Internacional"
590353,ramona9355@viajes.cl,70126,"santa lucía de tirajana#",Guadalajara,44,690,19000,JetBlue
590356,Martacontreras@viajes.ceele,13284,Cuenta,Badalona,79,2113,173000,"VRZ (Croacia)"
590360,miguel7612@viajes.cl,31217,Badalona,"Cerdañola del Vallés",65,2643,152000,Amtrak
590368,srmasabu@viajes.cl,68633,"Cerdañola del Vallés",Algeciras,89,4047,366000,"RZD (Rusia)"
590373,AriadnagarcOAa@viajes.cl,29664,León,Mérida,46,3567,157000,Damas
590379,RamOInvaldivia@viajes.cl,33144,"Santa Coloma de Gramanet",Elche,49,1884,156000,"Primera Plus"
590383,Barbaraolvera@viajes.cl,46691,Elche,Murcia,49,3501,77000,"Condor Bus"
590384,simapa@viajes.cl,87084,Toledo,Gecho,34,3401,86000,"Buses Bio Bio"
590385,evmagu@viajes.cl,59774,Gecho,Inca,39,3159,129000,"Flecha Bus"
590386,vigala@viajes.cl,25049,"El Prat de LLobregat",Valdemoro,47,3926,159000,Avanza
590387,rebeca3851@viajes.cl,60027,Valdemoro,Ávila,45,515,144000,"Buses Romani"
590390,RamOIngalindo@viajes.cl,33732,Elche,Logroño,46,2326,201000,"HŽ (Croacia)"
590394,luz4383@viajes.cl,15455,Getafe,Granollers,43,2772,129000,Alsa
590398,marOAa7069@viajes.cl,39643,granollers#,CóRDOBA!!!,50,1586,161000,"ETN Turistar"
590403,manuela3045@viajes.cl,86847,Marbella,Vitoria,50,850,181000,Plusmar
590404,Sta.moreno@viajes.ceele,63812,Vitoria,REUS!!!,50,287,47000,"Crucero del Norte"
590406,Patriciovillanueva@viajes.cl,21921,Fuengirola,"San Sebastián",48,1900,85000,"Deutsche Bahn (DB)"
590408,esnOemi@viajes.cl,39401,Linares,Marbella,11,2979,161000,"Frontier Airlines"
590410,geesga@viajes.cl,15830,Marbella,Cuenta,53,4099,350000,"Copa Airlines"
590418,beraca@viajes.cl,62044,Avilés,Salamanca,34,3996,100000,Socibus
590424,CristobalcintrOIn@viajes.cl,80803,Salamanca,Vigo,32,1161,195000,"Flecha Bus"
590425,srsavile@viajes.cl,47094,Badajoz,Torremolinos,32,4028,107000,"Flecha Bus"
590433,anguri@viajes.ceele,82457,Cáceres,"Pozuelo de Alarcón",44,1579,192000,Chevallier
590439,pablo5674@viajes.ceele,98811,marbella#,Marbella,76,1820,168000,"ZSSK (Eslovaquia)"
590440,inOos9109@viajes.cl,18920,Marbella,Irún,4,3771,371000,"CFR (Rumania)"
590446,AndrOoscintrOIn@viajes.cl,63519,"Molina de Segura",Lugo,45,195,8000,Turbus
590448,sr.178@viajes.cl,60437,Huelva,Avilés,14,2720,187000,"BDZ (Bulgaria)"
