codigo_reserva,correo_empleado,numero_viaje,lugar_origen,lugar_llegada,capacidad,tiempo_estimado,precio_asiento,empresa,comodidades,paradas
575110,daniela9768@viajes.cl,81048,Fuengirola,Gecho,40,3889,297000,"RZD (Rusia)","{""Asientos reclinables"",Comida,Calefacción,Baño,TV,Wifi,Agua}","{Jaén,""Ciudad Real""}"
575113,teires@viajes.cl,4823,Barcelona,Sagunto,19,3430,312000,"Deutsche Bahn (DB)","{TV,Wifi,Baño,Agua,""Asientos reclinables"",Comida}","{""Santa Cruz de Tenerife"",Orense,""Dos Hermanas"",""Mollet del Vallés"",""San Sebastían de los Reyes""}"
575114,lumoch@viajes.cl,26813,Gandía,"Hospitalet de LLobregat",44,1971,114000,"ZFBH (Bosnia y Herzegovina)","{Baño,Calefacción,""Aire acondicionado"",Wifi}",{Marbella}
575135,Sra.olvera@viajes.ceele,41606,albacete#,Pontevedra,32,4176,232000,"CP (Portugal)","{""Aire acondicionado"",Agua,""Asientos reclinables"",Calefacción,Wifi,TV,Comida}","{Elda,Ferrol,Orense,Lugo}"
575182,ana5886@viajes.cl,26737,Elda,BURGOS!!!,21,363,171000,Thalys,{},"{Coslada,""La Coruña"",Cuenta,Murcia,Lérida}"
575184,admata@viajes.cl,98056,Coslada,Vigo,3,4192,232000,"MÁV (Hungría)","{Baño,Wifi,TV,Comida,""Asientos reclinables"",Agua,""Aire acondicionado""}","{""Roquetas de Mar"",""San Sebastián""}"
575232,gilberto4236@viajes.cl,5227,"Castellón de la Plana","TORREJóN DE ARDOZ!!!",99,1876,166000,"SNCB (Bélgica)","{Baño,Wifi,Comida,Agua}","{Parla,Mijas,Cádiz}"
575240,torace@viajes.cl,91207,"Torrejón de Ardoz",Arrecife,97,3230,320000,"ŽSSK (Eslovaquia)","{Calefacción,Wifi,""Aire acondicionado"",""Asientos reclinables"",Baño,Comida}","{Paterna,Orihuela,Tarragona,Madrid}"
575246,srmaorur@viajes.ceele,46246,"El Prat de LLobregat",Torrelavega,18,3938,229000,"TGV (SNCF)","{Wifi,""Aire acondicionado"",Calefacción,Agua,Comida,TV,Baño}","{Mataró,Almería}"
575247,ereshu@viajes.ceele,90331,Torrelavega,Benalmádena,13,980,89000,"CP (Portugal)","{Calefacción,Baño,""Asientos reclinables""}","{Linares,""Las Palmas de Gran Canaria""}"
575248,BenitovillagOImez@viajes.cl,21411,Benalmádena,Torremolinos,2,595,167000,"VRZ (Croacia)",{},{Mijas}
575281,EduardogOelvez@viajes.cl,59611,Granollers,Madrid,29,479,78000,"BDZ (Bulgaria)",{},"{Parla,Gecho,""Santa Coloma de Gramanet""}"
575272,cldepa@viajes.cl,87710,Gijón,Badalona,73,4175,324000,"MÁV (Hungría)","{""Asientos reclinables"",Comida,Baño,Calefacción,Agua,TV,Wifi}",{Guadalajara}
575275,mariana7516@viajes.ceele,8557,badalona#,"San Sebastían de los Reyes",60,x,434000,Trenitalia,x,"{Alcorcón,Manresa}"
575276,olflsa@viajes.ceele,21556,"Santiago de Compostela",Albacete,4,643,107000,"NSB (Noruega)",{},"{Madrid,Arrecife}"
575277,sralsote@viajes.cl,46907,Albacete,MóSTOLES!!!,70,2675,95000,"Nederlandse Sp","{Baño,Wifi,""Asientos reclinables"",Agua,Calefacción}","{Majadahonda,""Santa Cruz de Tenerife""}"
575282,andrOos1126@viajes.cl,53983,Madrid,"Torrejón de Ardoz",16,2184,269000,Trenitalia,"{""Aire acondicionado"",""Asientos reclinables"",Baño,Wifi,TV}","{""Torrejón de Ardoz"",Alcobendas,""Cornellá de Llobregat"",Santander}"
575303,Santiagocardona@viajes.cl,95159,Leganés,Toledo,12,3683,375000,Amtrak,"{Baño,Agua,TV,Comida,""Asientos reclinables"",Calefacción,""Aire acondicionado""}","{Paterna,Móstoles,Murcia}"
575305,berta3685@viajes.cl,76963,Getafe,Estepona,96,2156,110000,"NS International","{Baño,TV,""Aire acondicionado"",Comida}","{Paterna,Orense}"
575321,Amaliaurbina@viajes.cl,14451,Ávila#,Almería,14,2778,96000,Amtrak,"{TV,""Asientos reclinables"",Agua,Wifi,Calefacción}","{Gerona,Getafe,Orihuela}"
575328,Leonorvallejo@viajes.cl,2979,Almería,Calahorra,30,1320,127000,"NS International","{Wifi,TV,""Asientos reclinables""}","{Guadalajara,Toledo}"
575341,sra.7947@viajes.cl,9945,Málaga,"Collado Villalba",28,4222,387000,"PKP (Polonia)","{Calefacción,Baño,TV,""Aire acondicionado"",Agua,""Asientos reclinables"",Wifi}","{Vitoria,Zaragoza}"
575343,stadsial@viajes.cl,98575,"Collado Villalba",Albacete,70,2496,288000,"BDZ (Bulgaria)","{Comida,Calefacción,Baño,""Aire acondicionado"",""Asientos reclinables""}","{Ceuta,Benalmádena,""San Fernando""}"
575345,homero7229@viajes.ceele,42313,albacete#,Motril,86,2422,209000,"ŽFBH (Bosnia y Herzegovina)",x,"{Avilés,Alicante,Vigo,Elche}"
575359,mamioj@viajes.cl,47069,Torrevieja,Zaragoza,48,2973,305000,"ZFBH (Bosnia y Herzegovina)","{Calefacción,Baño,Comida,Wifi,TV,""Asientos reclinables""}","{Ávila,Badajoz,León}"
575360,claudia5131@viajes.cl,89188,Zaragoza,"Santa Lucía de Tirajana",59,168,133000,"SNCB (Bélgica)",{},"{Bilbao,Motril,Rivas-Vaciamadrid}"
575410,marilu5090@viajes.cl,37036,Gijón,Lugo,60,4187,451000,"PKP (Polonia)","{""Aire acondicionado"",Agua,Wifi,""Asientos reclinables"",Calefacción,Baño,TV}","{Marbella,Cáceres,Granollers}"
575411,anlurade@viajes.cl,97286,Lugo,Málaga,19,1622,103000,"RZD (Rusia)","{""Aire acondicionado"",""Asientos reclinables"",Baño,TV}","{Paterna,Huelva,Viladecans,Estepona,Alcobendas}"
575413,FlorenciajOequez@viajes.cl,69412,Málaga,Madrid,1,2864,242000,"HŽ (Croacia)","{Calefacción,Comida,""Aire acondicionado"",Agua,""Asientos reclinables""}","{Linares,""Alcalá de Henares"",Arrecife,""San Cristróbal de la Laguna""}"
575414,sra.2025@viajes.cl,98315,Orense,Arrecife,15,1778,129000,"VRZ (Croacia)","{TV,Calefacción,Wifi,""Aire acondicionado""}","{Granada,Sabadell}"
575418,srfetega@viajes.cl,50248,"Alcalá de Guadaira",Cartagena,99,2375,86000,"Deutsche Bahn (DB)","{""Asientos reclinables"",Calefacción,Comida,Wifi,""Aire acondicionado""}","{Rubí,""Roquetas de Mar"",Sagunto}"
575419,bepaot@viajes.cl,40562,Cartagena,"San Cristróbal de la Laguna",54,993,147000,"NS International","{Agua,Baño,TV}","{Fuenlabrada,Albacete}"
575424,Guillerminaserrano@viajes.cl,51380,"San Cristróbal de la Laguna",León,11,1222,46000,"ÖBB (Austria)","{Baño,Calefacción,""Aire acondicionado""}","{Murcia,Inca,""Santa Coloma de Gramanet""}"
575440,josOo586@viajes.cl,59848,"Hospitalet de LLobregat",BARACALDO!!!,9,2958,346000,"ÖBB (Austria)","{Calefacción,""Asientos reclinables"",Baño,""Aire acondicionado"",Wifi,TV}","{Granollers,Valdemoro,Getafe,""Chiclana de la Frontera"",Gerona}"
575448,beacva@viajes.cl,95175,Albacete,"La Línea de la Concepción",20,264,93000,Amtrak,{},"{""San Sebastián"",""Hospitalet de LLobregat"",Burgos,Cartagena,Inca}"
575459,Lourdescaraballo@viajes.cl,59883,Toledo,GRANADA!!!,79,1484,147000,"TGV (SNCF)","{Calefacción,Baño,TV,Comida}","{Orense,Bilbao}"
575466,Oengela6761@viajes.cl,38138,Granada,ORENSE!!!,46,4245,478000,"ZSSK (Eslovaquia)","{Agua,Baño,Calefacción,Wifi,Comida,""Asientos reclinables"",TV}","{Barcelona,Inca,Mijas,Benalmádena}"
575479,raOUl2266@viajes.cl,58463,Orihuela,Baracaldo,36,711,198000,"ŽFBH (Bosnia y Herzegovina)",{},"{""Castellón de la Plana"",""Molina de Segura""}"
575480,joemmeco@viajes.cl,62065,Valencia,Gerona,41,1678,77000,AVE,"{Agua,Calefacción,""Asientos reclinables"",Wifi}","{""Roquetas de Mar""}"
575485,Bernardovalverde@viajes.cl,99456,Madrid,Irún,21,4148,201000,"ÖBB (Austria)","{TV,""Aire acondicionado"",Calefacción,Baño,""Asientos reclinables"",Agua,Wifi}","{Alcoy,Cádiz,Segovia,""Collado Villalba"",""El Puerto de Santa María""}"
575506,jorge1881@viajes.cl,61347,Telde,Gerona,19,2727,139000,"PKP (Polonia)","{""Asientos reclinables"",Comida,""Aire acondicionado"",Wifi,TV}","{Cáceres,Badajoz}"
575524,joagro@viajes.cl,47629,Elda,"Chiclana de la Frontera",9,3651,272000,"HŽ (Croacia)","{Agua,""Aire acondicionado"",Baño,Wifi,TV,Calefacción,""Asientos reclinables""}",{Viladecans}
575527,arturo2525@viajes.cl,61780,"Chiclana de la Frontera",Coslada,60,3825,345000,"SJ (Suecia)","{Calefacción,Baño,TV,Comida,Agua,""Aire acondicionado"",Wifi}","{Viladecans,Benalmádena}"
575532,srjupiga@viajes.cl,31041,Coslada,Estepona,11,3383,196000,"CFR (Rumania)","{""Asientos reclinables"",""Aire acondicionado"",Comida,Calefacción,Agua,Baño}","{Vitoria,Zaragoza}"
575560,AdOenrivero@viajes.cl,86553,Ponferrada,Getafe,32,3801,349000,Thalys,"{Agua,Comida,Baño,Calefacción,Wifi,""Aire acondicionado"",""Asientos reclinables""}","{""Mollet del Vallés"",Mataró,""Santiago de Compostela""}"
575601,carolina8473@viajes.cl,98323,Murcia,"Alcalá de Henares",49,318,124000,"PKP (Polonia)",{},"{Oviedo,Cartagena,Paterna}"
575617,LuisamunguOAa@viajes.cl,60951,Móstoles,Bilbao,12,3037,281000,"NSB (Noruega)","{Baño,Comida,Calefacción,Agua,""Aire acondicionado"",Wifi}","{Coslada,Torrelavega,""San Cristróbal de la Laguna"",""San Sebastían de los Reyes""}"
575618,Ramonasanabria@viajes.cl,69597,Bilbao,Gandía,95,2729,181000,"TGV (SNCF)","{Comida,Agua,Calefacción,Wifi,TV}","{Valencia,Puertollano,Reus}"
575634,manuel7041@viajes.cl,26954,Valencia,Torrevieja,2,3981,185000,"ZFBH (Bosnia y Herzegovina)","{Calefacción,Agua,Baño,TV,""Asientos reclinables"",Comida,""Aire acondicionado""}","{Mataró,""La Coruña"",Ferrol,Leganés,""San Sebastián""}"
575637,ArturochavarrOAa@viajes.cl,40922,Valencia,"Roquetas de Mar",33,1713,54000,"ZS (Eslovenia)","{Agua,Comida,Calefacción,TV}","{Lorca,Zaragoza,""Palma de Mallorca""}"
575642,sta.1393@viajes.ceele,4487,Mijas,CALAHORRA!!!,38,2394,249000,"CD (República Checa)","{Agua,Comida,Calefacción,Wifi,""Aire acondicionado""}",{Gijón}
575653,arroma@viajes.ceele,52581,Málaga,Manresa,57,216,184000,"PKP (Polonia)",{},{Burgos}
575654,sra.2960@viajes.cl,73923,Manresa,"Las Palmas de Gran Canaria",45,3798,252000,Eurostar,"{""Aire acondicionado"",Calefacción,Baño,Comida,Wifi,Agua,""Asientos reclinables""}","{""El Ejido"",Elche,Sabadell,Telde}"
575691,Estersaucedo@viajes.ceele,14814,estepona#,"Molina de Segura",64,2016,60000,"SNCB (Bélgica)","{Agua,Calefacción,""Aire acondicionado"",""Asientos reclinables""}","{""San Sebastían de los Reyes"",Baracaldo,""Torrejón de Ardoz"",Inca}"
575731,Sra.fernOendez@viajes.cl,75644,Leganés,Zaragoza,13,2053,131000,"SBB (Suiza)","{Agua,Baño,TV,""Asientos reclinables""}","{""Santa Coloma de Gramanet""}"
575732,suacpOo@viajes.cl,24291,Zaragoza,Madrid,75,3383,364000,"ZFBH (Bosnia y Herzegovina)","{""Aire acondicionado"",Baño,Wifi,Comida,TV,Agua}","{Móstoles,Badalona,Jaén,Valencia,Rivas-Vaciamadrid}"
575743,Sta.alvarado@viajes.cl,15699,Fuenlabrada,Cáceres,68,1454,189000,"SBB (Suiza)","{Calefacción,""Aire acondicionado"",Agua,TV}","{Madrid,""El Ejido"",Huelva}"
575744,josOo5167@viajes.cl,92457,Tarragona,Barcelona,8,3518,218000,Thalys,"{TV,Wifi,Agua,Comida,Calefacción,""Aire acondicionado""}","{Mérida,""San Fernando"",Gecho}"
575762,RubOondOevila@viajes.ceele,82371,segovia#,Tarragona,71,2645,194000,Renfe,"{Comida,Baño,""Asientos reclinables"",Wifi,TV}","{Gecho,Badalona,""San Sebastían de los Reyes""}"
575763,guadalupe9640@viajes.cl,59441,Tarragona,Getafe,39,2267,88000,Trenitalia,"{Baño,""Asientos reclinables"",Agua,Comida,TV}","{Algeciras,Telde,""Roquetas de Mar"",Mérida}"
575790,srvioldu@viajes.cl,22688,Ávila,"Mollet del Vallés",5,2645,203000,"ŽFBH (Bosnia y Herzegovina)","{Comida,Baño,TV,Agua,Wifi}","{Pamplona,Tarrasa,Sagunto,Málaga}"
575795,gedeal@viajes.cl,33799,Jaén,MóSTOLES!!!,75,666,124000,"Deutsche Bahn (DB)",{},{Huelva}
575796,Sr.avilOos@viajes.cl,85009,Móstoles,Arrecife,53,3169,215000,"SJ (Suecia)","{Wifi,Calefacción,TV,""Aire acondicionado"",""Asientos reclinables"",Agua}","{Motril,Logroño}"
575797,Alfredojurado@viajes.cl,73153,Orihuela,Cáceres,34,4134,219000,AVE,"{Calefacción,Wifi,Baño,Agua,""Aire acondicionado"",""Asientos reclinables"",Comida}","{""La Coruña"",Avilés,Estepona}"
575842,lusama@viajes.cl,91842,Pontevedra,Guadalajara,64,2934,121000,"ŽSSK (Eslovaquia)","{Comida,Wifi,""Aire acondicionado"",Agua,Baño,""Asientos reclinables""}","{""San Sebastián""}"
575881,ramiro1907@viajes.cl,3563,Rubí,Alicante,26,4027,217000,"PKP (Polonia)","{Comida,Wifi,Baño,TV,Calefacción,""Aire acondicionado"",Agua}","{Alcobendas,Linares,Telde,Ceuta}"
575888,Patriciovillanueva@viajes.cl,66336,Alicante,Orihuela,36,938,85000,"HŽ (Croacia)","{Baño,Calefacción,Comida}","{Valdemoro,""Cerdañola del Vallés"",""San Sebastián"",Huelva,Ávila}"
575907,roarvi@viajes.ceele,87739,ferrol#,Avilés,82,226,133000,"TGV (SNCF)",{},"{Alcorcón,Málaga}"
575908,gutolo@viajes.cl,40866,Avilés,Salamanca,48,2646,161000,"ŽSSK (Eslovaquia)","{Agua,Wifi,Calefacción,Comida,""Asientos reclinables""}",{Bilbao}
575911,domavOe@viajes.cl,84932,Salamanca,"San Sebastían de los Reyes",74,182,55000,"DSB (Dinamarca)",{},"{""Hospitalet de LLobregat"",Huelva}"
575978,sra.9207@viajes.cl,42150,irún#,"La Coruña",95,2210,299000,Trenitalia,"{Comida,""Aire acondicionado"",Baño,Calefacción,Wifi}","{Segovia,Gandía}"
575981,roberto1161@viajes.cl,70169,"la coruña#",x,21,812,37000,"TGV (SNCF)","{Wifi,TV,Baño}","{""Alcalá de Guadaira"",Torrevieja,Gerona}"
575994,framva@viajes.cl,78660,Toledo,Granollers,11,1477,100000,"Deutsche Bahn (DB)","{Baño,Comida,""Aire acondicionado"",Wifi}","{""Hospitalet de LLobregat"",Orihuela}"
576010,lorena9926@viajes.cl,86433,"alcalá de henares#",Manresa,10,2569,163000,"Nederlandse Sp","{Baño,""Asientos reclinables"",Wifi,Calefacción,""Aire acondicionado""}","{Benalmádena,""Jerez de la Frontera"",Pamplona}"
576055,Danielcarrero@viajes.cl,31011,vitoria#,Toledo,92,1588,135000,Thalys,"{Agua,Calefacción,""Aire acondicionado"",Wifi}","{Benalmádena,Torrevieja,""Alcalá de Guadaira"",""El Prat de LLobregat"",Calahorra}"
576056,Sta.rojas@viajes.cl,89373,Toledo,Cádiz,39,3080,326000,"SNCB (Bélgica)","{Baño,Wifi,""Asientos reclinables"",Agua,""Aire acondicionado"",TV}","{Lorca,""Collado Villalba""}"
576076,srsollpu@viajes.cl,84475,Alcorcón,"San Cristróbal de la Laguna",38,1592,130000,"ŽFBH (Bosnia y Herzegovina)","{Baño,TV,Calefacción,Wifi}","{""Ciudad Real""}"
576082,octavio2345@viajes.ceele,35436,"San Cristróbal de la Laguna","Cerdañola del Vallés",46,1967,61000,"ZFBH (Bosnia y Herzegovina)","{Comida,Calefacción,Baño,""Aire acondicionado""}",{Tarragona}
576106,alejandra851@viajes.cl,77826,"La Línea de la Concepción",BADAJOZ!!!,76,4099,425000,"TGV (SNCF)","{Calefacción,Wifi,""Aire acondicionado"",""Asientos reclinables"",Agua,Comida,TV}","{Ferrol,""Talavera de la Reina"",Valencia}"
576107,elbaja@viajes.cl,25669,Badajoz,Burgos,16,4230,337000,"VR (Finlandia)","{""Asientos reclinables"",Agua,Wifi,Comida,TV,Baño,""Aire acondicionado""}","{Valencia,Almería,""Roquetas de Mar""}"
576108,Sra.viera@viajes.cl,97432,"chiclana de la frontera#",Parla,55,4117,374000,"CFR (Rumania)","{Calefacción,""Asientos reclinables"",Agua,""Aire acondicionado"",Comida,Wifi,TV}",{Avilés}
576113,MarOAaviera@viajes.cl,29721,Marbella,"Cerdañola del Vallés",34,1620,136000,"ZFBH (Bosnia y Herzegovina)","{Calefacción,Wifi,Comida,TV}",{Reus}
576144,Dianacuriel@viajes.cl,64614,Arrecife,Benidorm,61,1102,104000,"HŽ (Croacia)","{Calefacción,""Asientos reclinables"",TV}","{""Las Palmas de Gran Canaria""}"
576196,Lilianaranjo@viajes.cl,42464,"Chiclana de la Frontera",Irún,1,1990,147000,Italo,"{""Asientos reclinables"",Wifi,Agua,Baño}","{""San Fernando"",Alcoy}"
576197,Sr.badillo@viajes.cl,52378,x,Cáceres,1,2317,232000,"RZD (Rusia)","{Calefacción,Baño,""Asientos reclinables"",""Aire acondicionado"",Agua}","{Cartagena,Vigo,Viladecans,""Sanlúcar de Barrameda""}"
576206,Sra.negrOIn@viajes.ceele,76867,Irún,León,73,3623,388000,"ZFBH (Bosnia y Herzegovina)","{Comida,Calefacción,""Aire acondicionado"",Agua,Baño,Wifi,""Asientos reclinables""}","{Cuenta,Ponferrada}"
576240,addeve@viajes.cl,65560,Gandía,"Cerdañola del Vallés",26,1671,197000,"DSB (Dinamarca)","{""Asientos reclinables"",Baño,Comida,Wifi}",{Jaén}
576247,Virginiaparedes@viajes.cl,70853,Albacete,BENALMáDENA!!!,69,821,50000,"ŽFBH (Bosnia y Herzegovina)","{Comida,TV,""Aire acondicionado""}","{Pamplona,""Jerez de la Frontera"",Zamora,Logroño,Telde}"
576248,pamoca@viajes.cl,30773,Benalmádena,Gandía,100,3100,345000,"VR (Finlandia)","{Agua,Baño,Calefacción,Comida,Wifi,""Aire acondicionado""}","{Linares,Sevilla}"
576263,inOos8807@viajes.cl,23431,Salamanca,"La Coruña",56,2039,191000,"ZFBH (Bosnia y Herzegovina)","{""Aire acondicionado"",""Asientos reclinables"",Agua,TV}","{Getafe,Sagunto,Sagunto,Paterna}"
576288,RosariocalderOIn@viajes.cl,98766,Ponferrada,Alcobendas,45,3270,241000,"TGV (SNCF)","{Comida,Baño,TV,""Aire acondicionado"",""Asientos reclinables"",Wifi}",{Orense}
576291,sr.9680@viajes.cl,39120,alcobendas#,"Palma de Mallorca",33,1046,119000,"SBB (Suiza)","{Baño,Comida,""Aire acondicionado""}","{Santander,Gecho}"
576325,OctavioresOondez@viajes.cl,22246,"San Cristróbal de la Laguna",Ferrol,11,3307,261000,"VR (Finlandia)","{Calefacción,""Asientos reclinables"",TV,Wifi,""Aire acondicionado"",Comida}","{""San Sebastián"",Rivas-Vaciamadrid,Orihuela}"
576330,Guillermonieto@viajes.cl,69355,murcia#,LéRIDA!!!,12,571,160000,"DSB (Dinamarca)",{},"{Madrid,Móstoles}"
576378,alberto236@viajes.cl,25249,Oviedo,Jaén,26,2380,159000,"CFR (Rumania)","{TV,Calefacción,Agua,Baño,Comida}","{Toledo,""Santa Cruz de Tenerife"",Lugo}"
576383,florencia8495@viajes.cl,19125,Jaén,Gecho,39,3212,345000,"RZD (Rusia)","{""Asientos reclinables"",Agua,Calefacción,TV,""Aire acondicionado"",Comida}","{Bilbao,Toledo,""Las Palmas de Gran Canaria"",Badajoz}"
576397,vinaqu@viajes.cl,80731,Orihuela,"El Puerto de Santa María",46,2829,204000,"ZSSK (Eslovaquia)","{Agua,Baño,Wifi,TV,Calefacción}","{Fuenlabrada,Lérida,""Palma de Mallorca""}"
576402,sra.1782@viajes.cl,47158,"El Puerto de Santa María","Hospitalet de LLobregat",23,2104,122000,AVE,"{Wifi,""Asientos reclinables"",Agua,TV}","{Cuenta,Cáceres}"
576403,rabapa@viajes.cl,68549,"Hospitalet de LLobregat",Benidorm,25,238,92000,"SNCB (Bélgica)",{},"{""Alcalá de Henares"",""San Cristróbal de la Laguna""}"
576416,cristobal9533@viajes.cl,11075,"hospitalet de llobregat#",Córdoba,41,1761,163000,Amtrak,"{Calefacción,""Aire acondicionado"",Comida,""Asientos reclinables""}","{""Sanlúcar de Barrameda""}"
576436,Sra.trejo@viajes.cl,65842,Murcia,Logroño,82,1464,52000,"VRZ (Croacia)","{TV,Baño,Comida,Wifi}","{Orihuela,""Las Palmas de Gran Canaria"",Tarrasa,Alcoy,Sagunto}"
576448,sr.9835@viajes.cl,30738,Mataró,Málaga,74,3294,120000,Thalys,"{Wifi,""Asientos reclinables"",Agua,Baño,Calefacción,""Aire acondicionado""}","{Leganés,Valladolid,Lugo,Getafe,Valladolid}"
576449,lorena9926@viajes.cl,63899,Málaga,Orihuela,87,2777,289000,"VRZ (Croacia)","{Calefacción,""Aire acondicionado"",Baño,Agua,Wifi}",{León}
576462,luacso@viajes.cl,56480,Mérida,"Santa Lucía de Tirajana",77,703,194000,"NSB (Noruega)",{},"{Torrelavega,Lérida,""Ciudad Real"",Cádiz,Zamora}"
576463,DOoboraguillen@viajes.cl,54929,"Santa Lucía de Tirajana",SALAMANCA!!!,88,4054,203000,"RZD (Rusia)","{Calefacción,Agua,""Asientos reclinables"",Baño,Comida,""Aire acondicionado"",TV}",{Zaragoza}
576469,carla1836@viajes.cl,90592,Salamanca,Vigo,71,2213,128000,Amtrak,"{Wifi,Agua,Calefacción,""Aire acondicionado"",Comida}","{Reus,Santander,Cartagena,Puertollano,Oviedo}"
576489,elvira2066@viajes.ceele,31825,"Dos Hermanas",Paterna,24,906,143000,"CFR (Rumania)","{""Aire acondicionado"",Baño,""Asientos reclinables""}","{Sevilla,Mérida,""Cornellá de Llobregat""}"
576510,masoarvi@viajes.cl,57304,"Ciudad Real",Barcelona,76,2639,88000,"VRZ (Croacia)","{""Aire acondicionado"",TV,Calefacción,Baño,Agua}","{""Molina de Segura"",Granollers,""San Sebastián"",""Alcalá de Henares""}"
576511,srclalor@viajes.cl,70682,Barcelona,Reus,13,3676,376000,AVE,"{Baño,""Asientos reclinables"",""Aire acondicionado"",TV,Comida,Calefacción,Agua}","{Badajoz,Almería}"
576518,alberto8047@viajes.cl,14704,Cartagena,"Pozuelo de Alarcón",20,3931,247000,"CP (Portugal)","{Comida,""Asientos reclinables"",Calefacción,Wifi,Baño,""Aire acondicionado"",Agua}","{""Cerdañola del Vallés""}"
576525,AdOentrejo@viajes.ceele,68693,Fuengirola,REUS!!!,78,3881,162000,Renfe,"{""Aire acondicionado"",Comida,""Asientos reclinables"",Agua,Calefacción,Wifi,Baño}","{Torremolinos,Orihuela}"
576552,enrique2788@viajes.cl,91995,Mérida,"Collado Villalba",31,586,133000,"CFR (Rumania)",{},"{Valdemoro,Mérida,Ceuta,Cartagena,Badalona}"
576554,Yolandasauceda@viajes.cl,x,"Molina de Segura",x,55,3548,280000,"ZFBH (Bosnia y Herzegovina)","{Wifi,Calefacción,Agua,TV,""Asientos reclinables"",""Aire acondicionado""}","{""Jerez de la Frontera"",Gandía,Telde,Madrid,Badajoz}"
576570,raesam@viajes.ceele,10513,Cartagena,Mérida,22,2118,66000,"ŽFBH (Bosnia y Herzegovina)","{Agua,Comida,TV,Calefacción}","{Cartagena,Benidorm,""Roquetas de Mar""}"
576583,josOo8782@viajes.cl,28018,Almería,Santander,32,2033,197000,"DSB (Dinamarca)","{Comida,""Aire acondicionado"",TV,Calefacción}","{Rubí,Vitoria,""Las Palmas de Gran Canaria"",Huelva}"
576586,sra.7625@viajes.cl,24394,santander#,Lugo,1,4152,468000,AVE,"{TV,Baño,Agua,""Aire acondicionado"",Comida,Wifi,""Asientos reclinables""}",{Móstoles}
576592,masopu@viajes.cl,49356,"Jerez de la Frontera","Alcalá de Henares",57,4304,400000,"ŽFBH (Bosnia y Herzegovina)","{Baño,TV,Calefacción,""Asientos reclinables"",Comida,""Aire acondicionado"",Agua}","{Málaga,Inca,Salamanca}"
576600,Sr.nevOerez@viajes.cl,54797,"Alcalá de Henares","Pozuelo de Alarcón",93,2155,180000,"ŽSSK (Eslovaquia)","{Baño,""Asientos reclinables"",Calefacción,TV}","{Tarragona,""San Sebastián"",Linares,Arrecife}"
576617,espagu@viajes.ceele,54448,"la línea de la concepción#","Ciudad Real",10,1347,140000,AVE,"{Comida,Baño,Wifi}","{""Dos Hermanas"",Ferrol,""Santiago de Compostela""}"
576624,begral@viajes.cl,19322,Inca,ÁVILA!!!,3,4163,449000,Amtrak,"{""Aire acondicionado"",Agua,Baño,""Asientos reclinables"",Calefacción,Comida,Wifi}","{Cartagena,Pontevedra,Murcia,Vigo}"
576632,yorahu@viajes.cl,97401,"Ciudad Real",Ceuta,32,2391,120000,"Deutsche Bahn (DB)","{Agua,Comida,Baño,Wifi,""Asientos reclinables""}","{Tarrasa,Madrid,Oviedo,""Santa Cruz de Tenerife"",""La Línea de la Concepción""}"
576633,mOInica8418@viajes.cl,33503,Valencia,Pontevedra,41,794,76000,"TGV (SNCF)","{""Asientos reclinables"",Baño,TV}","{""El Ejido"",Valencia,Rivas-Vaciamadrid,Benidorm}"
576656,cosOego@viajes.ceele,92211,Jaén,Alcorcón,90,1277,76000,Renfe,"{Agua,TV,""Asientos reclinables""}","{""La Coruña"",Irún,Inca,Telde}"
576657,ercode@viajes.cl,19569,Alcorcón,Badalona,22,1051,142000,Thalys,"{Comida,Agua,""Aire acondicionado""}","{""Roquetas de Mar"",""La Línea de la Concepción""}"
576658,simapa@viajes.cl,56083,Lorca,Elda,34,229,133000,"DSB (Dinamarca)",{},"{Barcelona,Benalmádena,Lorca,Sagunto,""Alcalá de Guadaira""}"
576659,srferoza@viajes.cl,22167,Valladolid,Ponferrada,87,1021,99000,"ZFBH (Bosnia y Herzegovina)","{Agua,Comida,""Aire acondicionado""}","{Mérida,Lérida,""El Puerto de Santa María""}"
576666,Sra.fernOendez@viajes.cl,55313,Córdoba,"Sanlúcar de Barrameda",86,1748,73000,"CFR (Rumania)","{Comida,""Asientos reclinables"",""Aire acondicionado"",Baño}","{Barcelona,Mataró,Alcobendas}"
576680,clara5464@viajes.cl,10427,Toledo,Arrecife,37,1009,150000,"NS International","{Wifi,""Aire acondicionado"",TV}",{Irún}
576738,Guillerminamonroy@viajes.cl,46549,Leganés,Logroño,49,3834,344000,"MÁV (Hungría)","{Comida,Wifi,Agua,TV,""Asientos reclinables"",Calefacción,""Aire acondicionado""}","{Viladecans,""San Sebastían de los Reyes"",Mataró,Avilés}"
576739,beloar@viajes.cl,10998,Logroño,Córdoba,56,3300,295000,"PKP (Polonia)","{""Asientos reclinables"",Wifi,Baño,Calefacción,Agua,TV}","{Granada,León,""Sanlúcar de Barrameda"",Puertollano,Barcelona}"
576740,jerOInimo8065@viajes.cl,69411,"Santa Lucía de Tirajana",Santander,54,3915,237000,"CP (Portugal)","{""Aire acondicionado"",TV,Agua,Baño,""Asientos reclinables"",Wifi,Calefacción}","{""Collado Villalba"",Gerona,Valencia,Albacete,Badalona}"
