codigo_reserva,correo_empleado,numero_viaje,lugar_origen,lugar_llegada,capacidad,tiempo_estimado,precio_asiento,empresa,tipo,comodidades
575850,Gloriapartida@viajes.cl,25805,Cuenta,"San Sebastián",39,3910,125000,"Estrella Roja",Cama,"{Comida,Agua,Baño}"
575851,Sra.valdivia@viajes.cl,4750,x,TORRELAVEGA!!!,46,3986,168000,"Buses Ahumada",Cama,"{Comida,Calefacción,Baño}"
575877,graciela2640@viajes.cl,86990,Granada,Rivas-Vaciamadrid,42,173,49000,Megabus,Normal,"{""Aire acondicionado"",Wifi,Baño}"
575898,vicente8050@viajes.cl,42297,Alcoy,Almería,42,2743,88000,Futura,Cama,"{Calefacción,Baño,Comida}"
575902,Maricarmencenteno@viajes.cl,42624,Almería,"Mollet del Vallés",30,2803,191000,"Estrella Roja",Cama,"{""Asientos reclinables"",Baño,Agua}"
575906,advele@viajes.cl,4028,"Mollet del Vallés",Sevilla,34,1667,112000,"Buses Nilahue",Cama,"{Calefacción,Comida,""Asientos reclinables""}"
575922,alberto7497@viajes.cl,55133,valencia#,Málaga,50,3143,147000,JetSur,Cama,"{""Asientos reclinables"",Comida,Baño}"
575925,Barbaraolvera@viajes.ceele,64928,Málaga,"San Cristróbal de la Laguna",41,4254,114000,Andesmar,Cama,"{Wifi,""Aire acondicionado"",Baño}"
575928,alfredo8849@viajes.cl,11360,"San Cristróbal de la Laguna","Santa Lucía de Tirajana",38,4065,96000,Damas,Cama,"{TV,""Asientos reclinables"",""Aire acondicionado""}"
575929,Marcosrojo@viajes.cl,49387,"El Ejido",ZAMORA!!!,30,3826,65000,Avanza,Cama,"{""Aire acondicionado"",Comida,TV}"
575937,Virginiazavala@viajes.cl,65796,Zamora,"Castellón de la Plana",32,4170,x,"Buses Romani",Cama,"{Agua,Baño,TV}"
575938,Juangarza@viajes.ceele,53922,"Talavera de la Reina",Inca,44,3634,174000,Chevallier,Cama,"{""Aire acondicionado"",Comida,Baño}"
575948,cristian2042@viajes.cl,29210,"Hospitalet de LLobregat",Sagunto,44,2255,145000,Plusmar,Cama,"{""Aire acondicionado"",TV,Wifi}"
575952,magugi@viajes.cl,27553,Calahorra,Murcia,47,1969,145000,Greyhound,Cama,"{""Asientos reclinables"",Calefacción,""Aire acondicionado""}"
575953,gumisa@viajes.cl,40175,Murcia,"Molina de Segura",32,1456,88000,Socibus,Cama,"{Baño,Calefacción,Comida}"
575958,Sra.concepciOIn@viajes.cl,62596,Algeciras,Madrid,48,1068,146000,Avanza,Cama,"{Calefacción,Baño,""Asientos reclinables""}"
575964,sra.7316@viajes.cl,95080,Alicante,Almería,33,152,48000,Plusmar,Normal,"{Comida,""Asientos reclinables"",Agua}"
575966,suacpOo@viajes.cl,63220,Almería,"Cerdañola del Vallés",38,3394,86000,Turbus,Cama,"{Wifi,Comida,TV}"
575970,ricove@viajes.cl,48088,"Roquetas de Mar","Roquetas de Mar",43,2666,196000,Socibus,Cama,"{""Aire acondicionado"",Agua,""Asientos reclinables""}"
575977,laura3697@viajes.ceele,16039,"Roquetas de Mar",Telde,34,905,172000,"EME Bus",Cama,"{TV,Calefacción,""Asientos reclinables""}"
575987,guillermina6592@viajes.cl,54697,Cuenta,Oviedo,44,2898,55000,"Primera Plus",Cama,"{""Asientos reclinables"",Comida,""Aire acondicionado""}"
575992,joedrOAmOo@viajes.cl,61999,Oviedo,CEUTA!!!,45,3168,156000,"Crucero del Norte",Cama,"{Calefacción,Agua,TV}"
576002,damote@viajes.cl,17639,"Santa Cruz de Tenerife","Alcalá de Henares",33,531,96000,"Condor Bus",Semi-cama,"{TV,Calefacción,Comida}"
576004,Estervalverde@viajes.cl,26187,benalmádena#,Baracaldo,43,3556,182000,"ETN Turistar",Cama,"{Agua,Calefacción,""Aire acondicionado""}"
576008,starvOera@viajes.cl,46735,Baracaldo,"La Coruña",33,2297,81000,Avanza,Cama,"{Baño,Wifi,Comida}"
576013,bernardo1252@viajes.cl,74824,Ávila,"Las Palmas de Gran Canaria",38,723,124000,"Omnibus de México",Cama,"{""Aire acondicionado"",TV,Baño}"
576022,Luisalicea@viajes.cl,3656,Jaén,Avilés,41,1719,94000,"Buses Ahumada",Cama,"{Agua,Baño,""Asientos reclinables""}"
576035,josaol@viajes.cl,96111,Salamanca,ORENSE!!!,41,1082,127000,BoltBus,Cama,"{Wifi,Agua,TV}"
576036,alejandra8385@viajes.cl,1229,Tarragona,Segovia,39,2871,139000,"Estrella Roja",Cama,"{""Asientos reclinables"",""Aire acondicionado"",Baño}"
576037,josOo8194@viajes.cl,39103,Segovia,Reus,35,1701,79000,"Buses Bio Bio",Cama,"{""Asientos reclinables"",Calefacción,""Aire acondicionado""}"
576047,gerardo2022@viajes.cl,91324,"Talavera de la Reina",Rubí,30,1498,132000,"EME Bus",Cama,"{TV,""Aire acondicionado"",""Asientos reclinables""}"
576059,viOevgu@viajes.ceele,198,Motril,Avilés,42,330,63000,Damas,Normal,"{""Aire acondicionado"",TV,Calefacción}"
576066,adOen7413@viajes.cl,36171,Avilés,Estepona,35,356,65000,"Primera Plus",Semi-cama,"{TV,Agua,""Asientos reclinables""}"
576092,matebadOA@viajes.cl,89144,Badajoz,Alcorcón,47,2345,191000,"Primera Plus",Cama,"{Comida,""Aire acondicionado"",Agua}"
576099,stfrraca@viajes.ceele,71563,Madrid,"Santa Coloma de Gramanet",38,2022,94000,"Buses Nilahue",Cama,"{Wifi,Baño,""Asientos reclinables""}"
576114,Sr.sepOUlveda@viajes.cl,36736,Manresa,Gandía,48,837,93000,"Buses Nilahue",Cama,"{""Aire acondicionado"",Calefacción,Wifi}"
576118,Adelazaragoza@viajes.cl,79618,Gandía,Mijas,37,3646,117000,"Crucero del Norte",Cama,"{Comida,Wifi,Baño}"
576131,dogaro@viajes.cl,21281,"Jerez de la Frontera",Bilbao,36,2252,110000,"Buses Bio Bio",Cama,"{Comida,Baño,Calefacción}"
576137,maboes@viajes.cl,82721,Bilbao,Badajoz,34,3261,133000,Futura,Cama,"{Wifi,Agua,""Aire acondicionado""}"
576150,espagu@viajes.cl,14266,"Sanlúcar de Barrameda","Santa Cruz de Tenerife",45,3585,113000,"Primera Plus",Cama,"{TV,Wifi,Calefacción}"
576155,nicolOes5173@viajes.cl,24507,"Santa Cruz de Tenerife","El Prat de LLobregat",50,2289,69000,"Pullman Bus",Cama,"{""Asientos reclinables"",Baño,""Aire acondicionado""}"
576156,Lolabecerra@viajes.cl,28398,"El Prat de LLobregat",Mataró,30,1816,132000,Avanza,Cama,"{Agua,TV,Baño}"
576157,JosOoolivOerez@viajes.cl,87418,granollers#,Lérida,44,2613,159000,FlixBus,Cama,"{""Asientos reclinables"",Baño,Comida}"
576163,jemapa@viajes.cl,99084,"La Coruña",León,39,1729,189000,"Buses Bio Bio",Cama,"{Comida,Calefacción,""Aire acondicionado""}"
576169,srmadecaalpo@viajes.cl,29810,León,SANTANDER!!!,40,2658,108000,"Pullman Bus",Cama,"{Calefacción,""Asientos reclinables"",Wifi}"
576184,BenjamOAnfigueroa@viajes.cl,59310,Marbella,"Mollet del Vallés",49,3686,116000,Chevallier,Cama,"{Baño,Comida,Calefacción}"
576189,Sta.ramOArez@viajes.cl,5574,"Mollet del Vallés","Palma de Mallorca",48,1519,189000,"El Rápido Internacional",Cama,"{Agua,Wifi,""Asientos reclinables""}"
576192,vininOU@viajes.cl,86659,"Palma de Mallorca",Elche,40,3212,157000,"ETN Turistar",Cama,"{Agua,Baño,Calefacción}"
576214,sranalga@viajes.cl,5515,"La Coruña",Orihuela,37,837,95000,"Condor Bus",Cama,"{""Asientos reclinables"",Comida,""Aire acondicionado""}"
576215,mapame@viajes.cl,76809,Orihuela,Sevilla,36,2070,89000,JetSur,Cama,"{Baño,""Aire acondicionado"",""Asientos reclinables""}"
576218,marilu8879@viajes.cl,90800,Sevilla,MéRIDA!!!,33,433,78000,"Crucero del Norte",Semi-cama,"{""Asientos reclinables"",Baño,TV}"
576305,socaes@viajes.cl,58154,Baracaldo,Sabadell,46,1821,82000,"Pullman Bus",Cama,"{""Aire acondicionado"",Comida,TV}"
576313,caridad4101@viajes.cl,85448,Ceuta,"La Línea de la Concepción",38,477,88000,BoltBus,Semi-cama,"{TV,Agua,Baño}"
576314,stclsimo@viajes.cl,56628,"La Línea de la Concepción",Alcoy,45,3742,102000,"Crucero del Norte",Cama,"{""Asientos reclinables"",TV,Comida}"
576316,anmacapa@viajes.cl,57990,"Chiclana de la Frontera",Baracaldo,32,3925,83000,FlixBus,Cama,"{""Asientos reclinables"",Wifi,Agua}"
576317,tegaco@viajes.cl,73326,benalmádena#,Tarrasa,30,2586,90000,"Crucero del Norte",Cama,"{""Asientos reclinables"",Wifi,TV}"
576319,andrea7429@viajes.cl,14022,Orihuela,"Pozuelo de Alarcón",30,138,6000,Megabus,Normal,"{Baño,Wifi,""Aire acondicionado""}"
576332,raOevqu@viajes.ceele,35161,Gerona,Jaén,40,2852,57000,"Crucero del Norte",Cama,"{Wifi,Agua,""Asientos reclinables""}"
576345,alleca@viajes.cl,22494,burgos#,MATARó!!!,31,2417,151000,"Via Bariloche",Cama,"{Wifi,""Asientos reclinables"",""Aire acondicionado""}"
576346,Sta.ponce@viajes.cl,84195,Mataró,Vigo,45,2845,126000,"Primera Plus",Cama,"{Baño,Agua,Calefacción}"
576376,marta5894@viajes.ceele,84077,"Cerdañola del Vallés","Santiago de Compostela",50,2604,113000,"Crucero del Norte",Cama,"{Wifi,Baño,TV}"
576377,EsperanzagonzOelez@viajes.cl,81297,Cuenta,Fuengirola,46,4103,111000,"Omnibus de México",Cama,"{Comida,TV,Agua}"
576388,JuanasOeenz@viajes.cl,80823,Mijas,Alcobendas,48,3342,96000,JetSur,Cama,"{Comida,TV,Agua}"
576451,ana514@viajes.cl,4628,Santander,Torremolinos,47,1074,58000,Monbus,Cama,"{Agua,Wifi,""Asientos reclinables""}"
576460,Doroteavaldivia@viajes.cl,13722,Ceuta,Murcia,47,3581,82000,BoltBus,Cama,"{Calefacción,""Aire acondicionado"",TV}"
576461,Oenvabe@viajes.ceele,28910,"Las Palmas de Gran Canaria",Valencia,38,2322,112000,"Flecha Bus",Cama,"{""Asientos reclinables"",Baño,TV}"
576470,Sra.carvajal@viajes.cl,98750,Rivas-Vaciamadrid,Granollers,40,1013,118000,Avanza,Cama,"{""Asientos reclinables"",Calefacción,TV}"
576476,enrique2788@viajes.cl,95659,Torrelavega,Bilbao,31,3032,135000,"Omnibus de México",Cama,"{Comida,Calefacción,""Asientos reclinables""}"
576482,Elvirasoria@viajes.cl,35175,Bilbao,"Chiclana de la Frontera",44,883,55000,Greyhound,Cama,"{Comida,""Asientos reclinables"",Wifi}"
576483,EvacortOos@viajes.cl,99964,"Chiclana de la Frontera",LOGROñO!!!,38,2709,51000,"El Rápido Internacional",Cama,"{Agua,Baño,Calefacción}"
576519,federico7053@viajes.cl,32662,Zamora,BILBAO!!!,43,1738,95000,JetSur,Cama,"{Agua,Baño,Wifi}"
576529,rafael7461@viajes.cl,24032,"Hospitalet de LLobregat",Mataró,43,2759,122000,"Primera Plus",Cama,"{Wifi,Baño,""Aire acondicionado""}"
576530,armuhi@viajes.cl,11480,Mataró,"EL PRAT DE LLOBREGAT!!!",45,1181,64000,BoltBus,Cama,"{Agua,""Asientos reclinables"",Calefacción}"
576536,Ariadnamadera@viajes.cl,32013,"El Prat de LLobregat",Rubí,49,3184,185000,BoltBus,Cama,"{Agua,Baño,TV}"
576562,arturo6593@viajes.cl,68664,"San Sebastián",Badajoz,41,1915,89000,"Primera Plus",Cama,"{Wifi,Calefacción,""Aire acondicionado""}"
576604,jupres@viajes.cl,7978,Getafe,"Alcalá de Guadaira",39,1169,108000,Socibus,Cama,"{TV,Baño,Wifi}"
576606,Micaelanavarro@viajes.cl,88918,"Alcalá de Guadaira",Mataró,34,3402,142000,Socibus,Cama,"{""Aire acondicionado"",TV,Calefacción}"
576608,sra.2126@viajes.cl,78794,"Dos Hermanas","Cerdañola del Vallés",31,1183,117000,"ETN Turistar",Cama,"{Baño,Wifi,""Asientos reclinables""}"
576613,federico8633@viajes.cl,18686,"Cerdañola del Vallés",Torrevieja,40,2780,166000,Plusmar,Cama,"{Agua,Comida,Baño}"
576634,Estervalverde@viajes.cl,68325,Ávila,"Dos Hermanas",45,1370,122000,"Buses Bio Bio",Cama,"{Comida,Wifi,Calefacción}"
576635,glabgOI@viajes.cl,79818,"Dos Hermanas",Logroño,46,1919,65000,Andesmar,Cama,"{Baño,Calefacción,""Aire acondicionado""}"
576636,sra.6692@viajes.cl,69736,Reus,Benalmádena,50,399,75000,"Buses Nilahue",Semi-cama,"{""Aire acondicionado"",Baño,Agua}"
576643,sr.238@viajes.cl,26866,Ávila,TARRASA!!!,41,4175,156000,"Buses Romani",Cama,"{Wifi,""Asientos reclinables"",Comida}"
576655,Gregoriodelgadillo@viajes.cl,54714,"San Sebastían de los Reyes",Málaga,32,2599,151000,"Primera Plus",Cama,"{Wifi,Baño,TV}"
576677,MiguelvOezquez@viajes.cl,83739,Burgos,Guadalajara,41,2006,173000,"ETN Turistar",Cama,"{Baño,Comida,Calefacción}"
576679,Alfredozapata@viajes.cl,96720,Guadalajara,Badajoz,46,1372,82000,Alsa,Cama,"{Wifi,Baño,""Aire acondicionado""}"
576681,sta.6913@viajes.cl,69294,"Santa Coloma de Gramanet",Fuengirola,30,794,188000,Greyhound,Cama,"{Comida,Agua,Baño}"
576685,Diegorobledo@viajes.ceele,19634,Fuengirola,Torremolinos,32,174,7000,Chevallier,Normal,"{Calefacción,Comida,TV}"
576688,yolanda8879@viajes.cl,96250,Torremolinos,Zaragoza,50,1133,103000,"Estrella Roja",Cama,"{""Aire acondicionado"",TV,Comida}"
576689,Lourdescoronado@viajes.cl,59850,Toledo,"Santa Cruz de Tenerife",45,2210,180000,"Flecha Bus",Cama,"{Baño,Agua,""Aire acondicionado""}"
576720,sra.3208@viajes.cl,86723,Torrelavega,"Alcalá de Guadaira",48,4140,190000,FlixBus,Cama,"{Wifi,""Asientos reclinables"",Comida}"
576722,Sra.camacho@viajes.cl,17821,Torrevieja,PALENCIA!!!,45,1922,78000,Chevallier,Cama,"{Wifi,Agua,Comida}"
576752,guabsa@viajes.cl,24493,Majadahonda,Motril,45,2905,130000,"EME Bus",Cama,"{""Aire acondicionado"",Wifi,Agua}"
576753,rebeca740@viajes.ceele,11813,Marbella,Lérida,45,1167,188000,ADO,Cama,"{TV,Calefacción,Agua}"
576760,susana5212@viajes.cl,41907,Lérida,Madrid,41,2367,104000,"Primera Plus",Cama,"{Comida,""Aire acondicionado"",""Asientos reclinables""}"
576765,sr.3064@viajes.cl,71433,Mérida,Guadalajara,35,3996,174000,"Buses Romani",Cama,"{""Aire acondicionado"",Calefacción,TV}"
576807,sra.3640@viajes.cl,13604,Lorca,"Alcalá de Henares",34,1306,159000,Turbus,Cama,"{""Aire acondicionado"",Wifi,Baño}"
576815,srincaca@viajes.ceele,38220,Cáceres,"El Prat de LLobregat",30,2562,124000,Futura,Cama,"{TV,Calefacción,Comida}"
576819,Jorgetapia@viajes.cl,45848,"El Prat de LLobregat",LEóN!!!,48,3057,133000,FlixBus,Cama,"{Baño,Comida,Calefacción}"
576877,teodoro9248@viajes.cl,27542,"San Sebastían de los Reyes",Torremolinos,50,1267,184000,"EME Bus",Cama,"{""Asientos reclinables"",""Aire acondicionado"",Agua}"
576828,rodrigo5161@viajes.cl,14261,Jaén,Estepona,39,3786,53000,"Crucero del Norte",Cama,"{TV,Wifi,""Aire acondicionado""}"
576829,jaaroc@viajes.cl,93434,Estepona,Sagunto,44,566,101000,"Crucero del Norte",Cama,"{Baño,Comida,Agua}"
576840,Carlamalave@viajes.cl,75304,Guadalajara,Algeciras,34,2566,152000,Alsa,Cama,"{Comida,Agua,""Aire acondicionado""}"
576843,adriana7844@viajes.ceele,1644,Rivas-Vaciamadrid,FUENGIROLA!!!,36,909,70000,"Estrella Roja",Cama,"{Agua,TV,""Aire acondicionado""}"
576844,EsperanzavelOezquez@viajes.ceele,24374,fuengirola#,Orense,49,1914,65000,FlixBus,Cama,"{Baño,""Asientos reclinables"",Wifi}"
576845,MOInicaledesma@viajes.cl,88067,Orense,LOGROñO!!!,41,4087,119000,"ETN Turistar",Cama,"{Baño,TV,""Asientos reclinables""}"
576853,graciela2640@viajes.cl,88497,Algeciras,"Palma de Mallorca",43,1332,104000,"Omnibus de México",Cama,"{Wifi,""Aire acondicionado"",Comida}"
576875,Sta.ramos@viajes.cl,51890,Alicante,Reus,38,3705,187000,"ETN Turistar",Cama,"{TV,""Asientos reclinables"",""Aire acondicionado""}"
576894,ana5886@viajes.cl,88568,linares#,Zaragoza,39,1741,50000,"ETN Turistar",Cama,"{""Aire acondicionado"",Agua,Baño}"
576909,masepa@viajes.cl,58063,Tarragona,Paterna,37,3323,189000,"Primera Plus",Cama,"{Agua,TV,""Asientos reclinables""}"
576910,sabanOe@viajes.cl,91314,Paterna,Tarragona,31,4153,175000,Chevallier,Cama,"{Wifi,Calefacción,Comida}"
576918,maelso@viajes.cl,99605,Tarragona,Alcoy,46,568,145000,"Estrella Roja",Semi-cama,"{Wifi,Baño,""Aire acondicionado""}"
576920,Luiscampos@viajes.cl,47546,Vigo,Móstoles,31,3476,200000,Alsa,Cama,"{""Aire acondicionado"",Agua,TV}"
576927,sra.5507@viajes.cl,94839,Móstoles,Bilbao,39,3022,108000,"El Rápido Internacional",Cama,"{""Aire acondicionado"",Agua,""Asientos reclinables""}"
576942,eva6520@viajes.cl,10585,"Las Palmas de Gran Canaria",Badajoz,50,3683,105000,"Buses Bio Bio",Cama,"{Calefacción,Baño,Wifi}"
576943,sr.6026@viajes.cl,85440,"El Ejido",Logroño,50,4083,150000,Socibus,Cama,"{Agua,""Asientos reclinables"",""Aire acondicionado""}"
576944,sta.2537@viajes.ceele,93670,Alcobendas,SALAMANCA!!!,30,3972,72000,Turbus,Cama,"{Calefacción,""Aire acondicionado"",Agua}"
576946,aravri@viajes.cl,27383,Salamanca,Inca,41,137,33000,Futura,Normal,"{""Aire acondicionado"",Calefacción,Agua}"
576953,soprba@viajes.cl,11163,Inca,Lorca,42,x,85000,Turbus,Cama,x
576978,HugodelrOAo@viajes.cl,83750,Alcoy,Alcoy,34,2677,161000,JetSur,Cama,"{Wifi,Agua,Comida}"
576979,sr.1202@viajes.cl,56904,Gijón,Mérida,37,3944,71000,"Buses Bio Bio",Cama,"{TV,Agua,""Asientos reclinables""}"
576980,Beatrizcollazo@viajes.cl,38862,Mérida,"Molina de Segura",43,2006,197000,BoltBus,Cama,"{Baño,Calefacción,Agua}"
576987,federico7015@viajes.cl,42557,"Molina de Segura",Getafe,42,3908,106000,Greyhound,Cama,"{TV,Agua,Calefacción}"
576995,anfiqu@viajes.cl,72018,Inca,Algeciras,34,856,133000,"Buses Ahumada",Cama,"{TV,Agua,""Asientos reclinables""}"
577000,victoria9870@viajes.cl,89547,Algeciras,TORREMOLINOS!!!,35,2690,189000,"Buses Ahumada",Cama,"{Wifi,Agua,Comida}"
577023,sra.6166@viajes.cl,61208,Marbella,Telde,46,1376,134000,"ETN Turistar",Cama,"{""Asientos reclinables"",""Aire acondicionado"",Calefacción}"
577024,jerOInimo8065@viajes.cl,28794,Telde,Huelva,43,382,80000,Futura,Semi-cama,"{""Asientos reclinables"",TV,Baño}"
577025,TeresatOIrrez@viajes.cl,13194,Huelva,Badalona,34,1619,124000,"EME Bus",Cama,"{Wifi,Baño,TV}"
577037,claudio5918@viajes.cl,88841,"Torrejón de Ardoz","Santiago de Compostela",33,679,98000,FlixBus,Cama,"{""Asientos reclinables"",""Aire acondicionado"",Baño}"
577054,Homerooquendo@viajes.cl,92915,"Santa Lucía de Tirajana",Estepona,37,493,133000,"Buses Nilahue",Cama,"{""Asientos reclinables"",Wifi,Comida}"
577062,Sta.ponce@viajes.ceele,92038,Almería,Ávila,45,1812,138000,Andesmar,Cama,"{Wifi,TV,Baño}"
577068,sra.9207@viajes.cl,25771,parla#,Bilbao,32,1717,129000,"Buses Ahumada",Cama,"{Agua,Baño,""Aire acondicionado""}"
577074,cristobal3126@viajes.cl,69954,Segovia,Ponferrada,44,232,8000,"Estrella Roja",Normal,"{Calefacción,""Asientos reclinables"",Agua}"
577101,evvOegi@viajes.cl,30996,Sagunto,"La Línea de la Concepción",49,2429,139000,Greyhound,Cama,"{Baño,TV,Wifi}"
577102,Mayteguevara@viajes.cl,5671,"Castellón de la Plana",Guadalajara,32,982,92000,"Via Bariloche",Cama,"{TV,""Aire acondicionado"",Comida}"
577105,pasaba@viajes.cl,28568,Guadalajara,Valdemoro,42,1078,196000,"Omnibus de México",Cama,"{Agua,Calefacción,Wifi}"
577112,Guillerminamonroy@viajes.cl,90039,Mérida,Rivas-Vaciamadrid,36,3268,129000,"Crucero del Norte",Cama,"{""Aire acondicionado"",Calefacción,""Asientos reclinables""}"
577119,ravian@viajes.cl,87104,"Pozuelo de Alarcón","San Fernando",37,3725,75000,"Buses Bio Bio",Cama,"{""Asientos reclinables"",Baño,Comida}"
577127,Gabrielcastillo@viajes.cl,67120,"San Fernando","Castellón de la Plana",49,1044,102000,"Estrella Roja",Cama,"{Comida,Calefacción,Wifi}"
577140,Claudioescamilla@viajes.cl,45314,"San Sebastían de los Reyes","San Sebastían de los Reyes",40,397,91000,Alsa,Semi-cama,"{TV,Calefacción,Comida}"
577141,srOIssave@viajes.cl,17140,"san sebastían de los reyes#",Benidorm,45,658,153000,"Flecha Bus",Cama,"{Calefacción,Agua,""Asientos reclinables""}"
577142,Oliviamurillo@viajes.ceele,18902,Benidorm,Sagunto,38,2224,103000,"Crucero del Norte",Cama,"{Agua,Wifi,Baño}"
577149,jucameca@viajes.cl,5857,Huelva,Fuengirola,36,3238,69000,FlixBus,Cama,"{Agua,Calefacción,Baño}"
577150,clemente4200@viajes.cl,93644,Gijón,Tarragona,37,671,161000,FlixBus,Cama,"{""Aire acondicionado"",""Asientos reclinables"",Comida}"
577151,lusama@viajes.cl,65969,Tarragona,Salamanca,40,2374,171000,BoltBus,Cama,"{Comida,Calefacción,Wifi}"
577157,stcabeso@viajes.cl,55600,Salamanca,Segovia,48,2044,195000,Monbus,Cama,"{Comida,TV,Wifi}"
577167,guapva@viajes.cl,8757,Cuenta,"Alcalá de Guadaira",34,4098,64000,"Flecha Bus",Cama,"{TV,Comida,Agua}"
577194,fernando4948@viajes.cl,41870,Viladecans,"Collado Villalba",33,2792,62000,Turbus,Cama,"{""Aire acondicionado"",Baño,Agua}"
577211,IsabelachOevez@viajes.cl,72176,Mijas,Alicante,50,3352,166000,"EME Bus",Cama,"{Wifi,Calefacción,Baño}"
577231,RamOInolivera@viajes.cl,77908,Toledo,Elda,38,1737,200000,Megabus,Cama,"{Calefacción,Comida,""Asientos reclinables""}"
577232,dourca@viajes.cl,89776,Zamora,Granada,49,3877,171000,Damas,Cama,"{""Asientos reclinables"",Baño,Comida}"
577252,anbome@viajes.cl,23492,Mijas,León,32,3891,73000,Chevallier,Cama,"{Comida,Calefacción,Wifi}"
577282,bernardo9219@viajes.cl,2918,Baracaldo,Tarrasa,50,3461,161000,Socibus,Cama,"{Comida,Agua,TV}"
577284,vicente1876@viajes.cl,7621,Tarrasa,Toledo,39,2514,166000,"ETN Turistar",Cama,"{TV,Baño,Wifi}"
577288,andrea9809@viajes.cl,18588,Sagunto,Palencia,44,1023,84000,Futura,Cama,"{Baño,""Aire acondicionado"",Calefacción}"
577295,elmoor@viajes.cl,1298,"Alcalá de Henares",Valdemoro,40,1553,146000,Futura,Cama,"{Baño,Comida,Agua}"
577301,Sta.cisneros@viajes.cl,74970,Valdemoro,Benalmádena,34,2564,154000,"El Rápido Internacional",Cama,"{Calefacción,Baño,Agua}"
577312,Elsaaguilera@viajes.cl,58203,Sabadell,"Santa Lucía de Tirajana",33,1304,105000,"Buses Romani",Cama,"{Wifi,TV,Baño}"
577322,MarOAasarabia@viajes.cl,58021,Gecho,Valladolid,33,3633,144000,"Flecha Bus",Cama,"{Baño,Wifi,""Aire acondicionado""}"
577324,Lourdescoronado@viajes.cl,42952,Cartagena,"Roquetas de Mar",35,1081,79000,"Flecha Bus",Cama,"{TV,""Aire acondicionado"",""Asientos reclinables""}"
577325,Sra.chacOIn@viajes.cl,74918,Tarrasa,Logroño,46,4140,114000,"ETN Turistar",Cama,"{Calefacción,""Asientos reclinables"",TV}"
577339,lorenzo5118@viajes.cl,45730,valdemoro#,Badalona,48,1459,166000,"Buses Nilahue",Cama,"{Calefacción,Comida,TV}"
577375,ignacio7232@viajes.cl,76616,"Ciudad Real","El Ejido",49,4011,123000,"Condor Bus",Cama,"{Agua,Calefacción,""Asientos reclinables""}"
577380,graciela2674@viajes.cl,26450,"El Ejido",Cuenta,49,3253,114000,"Buses Nilahue",Cama,"{""Asientos reclinables"",Agua,Baño}"
577381,Sra.olivo@viajes.cl,97133,Cuenta,Valladolid,50,1360,187000,"ETN Turistar",Cama,"{TV,Agua,Calefacción}"
577382,tidees@viajes.cl,96944,"El Prat de LLobregat",Fuenlabrada,38,3771,84000,"Buses Bio Bio",Cama,"{Wifi,""Asientos reclinables"",Baño}"
577387,Beatrizcazares@viajes.cl,56347,Fuenlabrada,"Jerez de la Frontera",31,2299,131000,"Estrella Roja",Cama,"{Baño,Comida,Wifi}"
577389,JerOInimoblanco@viajes.cl,23682,"Ciudad Real","Talavera de la Reina",42,2824,141000,"Omnibus de México",Cama,"{Baño,Comida,""Aire acondicionado""}"
577401,sr.8587@viajes.cl,509,"San Cristróbal de la Laguna",Vigo,37,4132,61000,"Buses Bio Bio",Cama,"{Wifi,Agua,Comida}"
577409,josOo5571@viajes.cl,52814,"San Cristróbal de la Laguna",Sevilla,45,592,121000,Futura,Semi-cama,"{""Asientos reclinables"",TV,Comida}"
577412,ana3277@viajes.cl,2656,Benalmádena,Cádiz,31,431,31000,"Flecha Bus",Semi-cama,"{Comida,""Asientos reclinables"",Wifi}"
577413,ricardo1314@viajes.cl,34459,Cádiz,Mérida,37,3032,65000,Turbus,Cama,"{Baño,Wifi,""Asientos reclinables""}"
577414,besear@viajes.cl,99252,Parla,"Talavera de la Reina",45,244,42000,JetSur,Semi-cama,"{Baño,Agua,Comida}"
577415,roraho@viajes.cl,5434,"Talavera de la Reina",Benalmádena,45,1345,156000,Megabus,Cama,"{Wifi,Comida,Calefacción}"
577425,Nataliaescobedo@viajes.cl,74869,Valdemoro,Motril,33,1807,186000,"EME Bus",Cama,"{Comida,TV,""Asientos reclinables""}"
577433,srhomobe@viajes.cl,26437,Motril,"TALAVERA DE LA REINA!!!",38,3625,80000,"Omnibus de México",Cama,"{Wifi,Calefacción,TV}"
577449,begrza@viajes.cl,58293,Cádiz,Gecho,41,3456,76000,"Buses Bio Bio",Cama,"{Calefacción,TV,Agua}"
577450,inOos8807@viajes.ceele,72723,Gecho,GERONA!!!,47,3050,197000,"Crucero del Norte",Cama,"{Comida,Calefacción,""Asientos reclinables""}"
577452,OctavioresOondez@viajes.cl,22598,Valdemoro,Calahorra,34,4199,150000,Monbus,Cama,"{Baño,""Aire acondicionado"",""Asientos reclinables""}"
577453,sr.7273@viajes.cl,92448,Calahorra,Cuenta,38,670,83000,"Pullman Bus",Cama,"{Wifi,""Aire acondicionado"",""Asientos reclinables""}"
577478,jupres@viajes.cl,8696,"hospitalet de llobregat#",Lugo,43,668,117000,"Flecha Bus",Cama,"{Baño,Agua,Wifi}"
577480,alfredo8849@viajes.cl,20036,Vigo,Telde,49,2425,141000,"Via Bariloche",Cama,"{""Asientos reclinables"",Agua,TV}"
577486,Sra.camacho@viajes.cl,80681,Córdoba,"Sanlúcar de Barrameda",31,3909,110000,"Primera Plus",Cama,"{TV,Comida,Wifi}"
