nombre,correo,contrasena,username,telefono_contacto,run,puntos,jornada,isapre,contrato,dv
Raúl Pineda Lozada,Raúllozada880@marmol.com,GJgqnW1m,rapilo872,+56 9 6712 3564,-4444089,21027,,,,K
Adela Villalpando Llamas,Adelallamas253@wass.com,fN8vCebHWjJ7Nx,advill173,+56 9 8938 9587,-27698891,5685,,,,3
Soledad Venegas Brito,,tk4aSgC5zIT,Soledadbrito427,,-29983194,0,,,,9
Octavio Casárez Espino,octavio7758559@viajes.cl,iTAm2aZmu3v,Octavioespino202,+56 9 6491 5336,,,Nocturno,Más vida,Part time,
,Sta.dávila345@viajes.cl,onHyYBc6hZ,sta.3103173,+56 2 9525 8217,4638022,,Nocturno,Más vida,Full time,3
,homero3693182@edubus.cal,F9yJM1EeXtsaH,,+56 9 8213 3554,13638219,5714,,,,5
Carlos Manzanares Díaz,carlos3895464@tourket.com,BUM91WKiTyosoznt,camadí149,+56 9 2556 7807,,13135,,,,
Octavio Morales Delafuente,Octaviodelafuente305@viajes.cl,3rMfBQOjnc,ocmode184,,286295,,,Colmena,Part time,6
Gilberto Toledo Velásquez,,tRWbsWYA3qtDRi,gilberto7761930,+56 9 8884 0369,-27790960,,,,,K
José Emilio Serrano Collazo,joemseco465@marmol.com,Ihy4OdtaHLvidz9,joemseco419,,3073722,9651,,,,9
Jaime Arevalo Coronado,jaime4919793@viajes.cl,rjmV85XX,jaime184690,+56 9 9478 6711,-28247365,,Diurno,Banmédica,Full time,8
Teodoro Téllez Solorzano,teodoro2026565@viajes.cl,bs1S2rEkhSd6Okib,teodoro5788228,+56 2 6294 9182,-1333690,,Diurno,Más vida,Full time,3
Diana Delafuente Delatorre,,goIgmV61G0DGy,diana8296765,+56 2 1505 8886,27551557,0,,,,4
Antonio Pulido Blanco,anpubl651@viajes.cl,npQX7z6Z,anpubl575,+56 2 7125 2144,-17440953,,Nocturno,Colmena,Full time,6
,elfero182@edubus.cal,g73vuB4DSrOeUUxG,elsa917219,,19801706,0,,,,K
Sta. Cristina Puga Jasso,stcrpuja208@wass.com,zn4OOC11,stcrpuja609,+56 9 9913 7094,-367165,14944,,,,8
Nicolás Limón Villarreal,nicolás9594898@marmol.com,,nilivi232,+56 2 0454 8215,2869586,2448,,,,1
Jacobo Carrion Salgado,jacasa432@viajes.cl,xta8kBP7K,,+56 9 5909 4805,-20646622,,Nocturno,Banmédica,Full time,7
Rubén Mascareñas Maldonado,Rubénmaldonado188@wass.com,tgA0T0hvv,rumama856,+56 2 0646 5616,-13180048,0,,,,7
Sra. Marcos de Jesús Saavedra,sra.486179@edubus.cal,,Sra.saavedra291,+56 2 7937 0398,8947132,11795,,,,K
Rosa Raya Balderas,Rosabalderas919@tourket.com,1Nnckzz9NorE,Rosabalderas585,,9591805,754,,,,0
Claudia Méndez Corrales,clméco964@outluc.com,2B0dJObl,Claudiacorrales165,+56 9 4835 3436,-23793847,1364,,,,K
Mariana Valle Ortiz,,sxyKTOp5ZLJkl,mariana3548734,+56 2 6301 7576,7294907,,Diurno,Fonasa,,2
,srcéespa175@outluc.com,6y3EqQcx,sra.291903,,9741087,17045,,,,9
Berta Casanova Valdivia,berta7166514@outluc.com,UW5vu2Or6JmI5,becava437,+56 9 1689 6110,,1134,,,,
Alfredo Ferrer Quintero,alfequ786@wass.com,AyhVNLM4PoL,Alfredoquintero841,,9830977,,,,,2
Ernesto Pizarro Cerda,Ernestocerda293@viajes.cl,,Ernestocerda554,+56 9 9922 7578,3349221,,Nocturno,Consalud,Full time,9
Sra. Eloisa Casas Reynoso,srelcare600@wass.com,5R5VLzue,,+56 2 4349 8801,8462862,7578,,,,K
Sofia Figueroa Cervantes,sofice903@outluc.com,X596huAb03,,+56 9 4246 6427,2279242,10036,,,,3
Elena Delgado Navarro,Elenanavarro542@outluc.com,0z4gbtbP1NddKk,,+56 2 8309 8380,12853942,2520,,,,5
Jaime Suárez Amador,jasuam868@tourket.com,c2V3QduyE3YLv,jasuam708,+56 9 7168 1707,,0,,,,
Cristina Duarte Valentín,crduva775@viajes.cl,PLNC2bOkB1Pi,,+56 9 5924 8753,,,Diurno,Banmédica,Full time,
Carla Olivo Juárez,Carlajuárez974@outluc.com,xN6vz3F4,,+56 2 5338 6593,8908639,0,,,,6
Blanca Batista Puente,Blancapuente777@marmol.com,3jkWYXYFdS,,+56 9 2326 9022,24504826,,,,,2
Raúl Gollum Flórez,Raúlflórez919@edubus.cal,gwkOw337JNejUqC,,+56 2 3603 7113,26069285,2149,,,,2
Sra. Rubén Balderas Cantú,Sra.cantú510@edubus.cal,V3afXX8jc,,+56 2 5552 8118,3322428,14608,,,,1
Clemente Mondragón Gollum,clmogo373@marmol.com,rOCHgwDn7whW6xx,Clementegollum921,+56 2 5399 3011,,1825,,,,
,sta.4768264@viajes.cl,eYtYKK8jHa,Sta.marrero868,+56 2 9574 2328,20916615,,Nocturno,Consalud,Part time,1
,miguel6197540@edubus.cal,lsgonC3LtteO2s,mipáro785,+56 2 2615 5503,22872343,10407,,,,6
Sta. Rebeca Villaseñor Soliz,streviso334@viajes.cl,u31J6rGNEawPXB1k,,+56 2 4019 4664,18739123,,Nocturno,Colmena,Full time,7
Jorge Araña Lozano,,UG7mn1C5P,Jorgelozano498,+56 2 7529 7341,-25886934,0,,,,6
Ricardo Tórrez Alva,Ricardoalva341@tourket.com,,ricardo6731529,+56 2 0599 8788,22557794,,,,,3
Clara Becerra Ávalos,clbeáv539@viajes.cl,,clara9683419,,25352565,,Nocturno,Colmena,Full time,7
Sta. Marilu Valles Espinosa,,H8rv1OdKlrM,stmavaes909,+56 2 5252 2862,28429309,918,,,,6
Rocio Niño Osorio,Rocioosorio807@viajes.cl,Lzf5P67L,,,26987447,,Nocturno,Colmena,Part time,3
,juan970780@edubus.cal,3zAr0evmFeV5P5,jujama869,,16597930,6308,,,,3
,mónica5703787@viajes.cl,oy2nveqTFKkOKmw,,+56 2 8555 4995,17803526,,Nocturno,Consalud,Part time,6
Emilia Amaya Echevarría,emamec499@wass.com,dsoWKLV4V9K24ZQ,Emiliaechevarría876,+56 9 2603 1042,,9636,,,,
Alfonso Alcántar Crespo,alalcr894@edubus.cal,,alfonso5661780,,25825219,0,,,,5
Sancho Ocasio Correa,,8eLbrrJV5MwhP,saocco263,+56 9 6690 0775,-15360851,,Nocturno,Banmédica,Part time,2
Rubén Santana Suárez,,iRgkAWQ3RZ39nB1,rusasu995,+56 2 3792 0220,1681685,0,,,,K
,Josécisneros723@wass.com,Z5fNw1VM4,josé4483328,+56 2 7396 9952,22283111,21853,,,,3
Sr. Rosario Maya Terán,Sr.terán806@wass.com,KfuPQD4CgL50H,sr.2416931,+56 2 0254 8901,-24153408,6501,,,,1
Alfonso Bustamante Dávila,albudá496@viajesanma.com,ge7LkNec5W0x34qx,Alfonsodávila184,,11790748,0,,,,1
Jorge Luis Valdez Lara,joluvala897@viajes.cl,,Jorgelara526,+56 9 0277 0858,7518028,,Nocturno,Fonasa,Part time,4
Clara Alejandro Zarate,,BDKYdOEv5rkTsAhJ,clalza170,+56 2 3980 5436,9755227,,Nocturno,Colmena,Full time,4
Elsa Lerma Alanis,elsa2245643@viajes.cl,8KdURYr5,,+56 9 4452 7884,16742930,,Nocturno,Consalud,Part time,0
Dorotea Muñiz Saiz,dorotea9511864@marmol.com,EtiQpc8x4vtI45z,domusa652,+56 2 1291 9859,,-29255,,,,
José Emilio Carrero Olmos,josé7260933@wass.com,HATlYMOQb0,josé1142232,+56 9 4299 6029,,4835,,,,
,mario8248936@viajesanma.com,OO2dYGyBuXA,mavava467,+56 9 0425 3336,7819354,-2614,,,,9
Sr. Caridad Cepeda Barreto,sr.6048743@viajesanma.com,,srcaceba555,+56 2 7277 0700,4329641,1761,,,,8
Fernando Peña Véliz,fepevé687@outluc.com,HpsOv7niS6n,fernando5521549,+56 2 7541 6869,,3774,,,,
Joaquín Quintero Villalpando,joaquín6801476@tourket.com,LynnWp8N97NBx,,+56 9 3183 7862,2732091,15439,,,,0
Víctor Holguín Quiñónez,Víctorquiñónez747@outluc.com,,,+56 9 1386 0945,,5040,,,,
Sra. Samuel Griego Escamilla,sra.3720171@viajesanma.com,8Ggwhd4I3xwnhv,,+56 9 5897 5093,11263328,7612,,,,6
,reina6722345@outluc.com,QTc0D6ZVkmIAQwvm,,+56 2 2980 0105,28444660,,,,,7
Adán Luna Guardado,adlugu207@marmol.com,K4cL2rDkpAL7GHR4,adán2646721,,14854889,28718,,,,7
Óscar Heredia Lozano,,mJA2UeqLezeOd0c,óscar9618368,+56 9 5611 3269,-13604144,7770,,,,4
,lumirira887@viajes.cl,,Luisrael753,+56 2 1671 7320,4208459,,Diurno,Fonasa,Part time,K
,daniel8523759@wass.com,XKjZ2d2k,daniel6793555,+56 9 8256 7435,29527969,5325,,,,9
,rimech251@viajes.cl,,rimech829,+56 2 4382 7809,11357252,,Nocturno,Colmena,Full time,3
Sr. María Teresa Longoria Delvalle,sr.7125611@wass.com,3no4uSj6xBS,,+56 2 4859 1109,28182272,805,,,,1
Martín Delrío Patiño,madepa387@marmol.com,,Martínpatiño856,+56 9 0333 5879,-10001981,0,,,,7
Gonzalo Garibay Mata,gonzalo1771280@outluc.com,I3J1itVN88ARjtml,gogama897,+56 2 6147 3789,-404532,7373,,,,7
Mateo Rojo Collado,Mateocollado588@marmol.com,36NvZ6rsbl,mateo1183566,,21138052,3303,,,,7
,alyábu227@tourket.com,rzdH3okL9eZcJ,alyábu673,+56 9 7564 9770,1617128,,,,,K
Teresa Vergara Lomeli,teresa3771949@marmol.com,CM8toiKGGJ3,Teresalomeli824,+56 9 6246 1683,,0,,,,
,,sWJrdAnEpWBKHx3x,intrpa165,+56 2 8786 7565,27328207,15773,,,,6
Rosario Rodrígez Cardenas,,PLg1DN9iU,rosario1379769,+56 2 5761 0214,11110177,,Nocturno,Consalud,Full time,9
Esteban Cano Osorio,esteban5151798@marmol.com,,esteban4635579,+56 2 3663 4270,23169204,1512,,,,5
Mateo Olivárez Pacheco,maolpa794@tourket.com,dYyZzic479g9jjPq,mateo9236361,,17300721,0,,,,3
,Bertamuñiz554@outluc.com,05fjHe5cI,beesmu950,+56 9 9671 7268,26755505,0,,,,2
Caridad Nieto Amaya,caridad9546524@viajesanma.com,bOuaEe4pXkJx7fh,,+56 9 6224 8076,18206027,9040,,,,5
Guadalupe Espinoza Longoria,,J0bBN7EGkUc,gueslo392,+56 9 7901 4024,11232472,0,,,,0
Anita Orta Rodarte,,MG6SUxJ2,anorro274,+56 2 7337 6248,21198863,,Nocturno,Más vida,Full time,0
Sra. Marta Camarillo Escamilla,Sra.escamilla558@outluc.com,3Zkmtp0yKOb,Sra.escamilla226,+56 9 1197 5746,-16051010,1807,,,,2
Soledad Núñez Ceja,,3W5YA0OBNz,sonúce790,+56 9 8943 7152,12701198,5803,,,,2
Ramón Ramírez Meza,,nRE5xoVSRkqJOt2,ramón8948924,+56 9 5194 5597,9107708,9161,,,,6
Fernando Toro Delao,Fernandodelao340@viajes.cl,,Fernandodelao468,+56 2 5123 6034,20442674,,Nocturno,Colmena,Part time,0
,emilio2530805@viajesanma.com,9dJygijVE2,emcual759,+56 9 0182 7230,9234880,0,,,,6
Carlos Arenas Barrientos,Carlosbarrientos319@outluc.com,Ztni90e0,,+56 9 7131 9834,26161802,1420,,,,8
,cégudí854@wass.com,Mrxoy0728nOWeK,cégudí996,+56 9 6979 3504,27656744,-5070,,,,6
Silvia Niño Galván,Silviagalván671@viajes.cl,wOQBLi9ci3jnNA,,+56 9 6643 8729,10873782,,Nocturno,Más vida,Part time,4
Sr. Silvia Ureña Pedraza,sr.9147514@edubus.cal,LHeN0H6lRd,sr.276190,+56 2 1851 2369,-2401539,0,,,,4
,isabel751632@viajesanma.com,jiZHlT4gkU6d2jD,ispuco479,+56 9 2352 8955,-20584250,8178,,,,0
,gemara488@outluc.com,4KBdILtss7Crb,germán9997437,+56 2 6729 2780,1431791,13047,,,,0
Santiago Balderas Acevedo,sabaac307@viajes.cl,EhZ7He5yxr1Ec1Kw,santiago8597182,+56 2 3035 1121,,,,Consalud,Part time,
Enrique Valentín Bueno,envabu625@outluc.com,1bhlBzAcTUqKk07,envabu121,+56 9 6543 7703,-2110965,8864,,,,7
Sr. Vicente Olivárez Guevara,,VN57XO06Eqp4,srviolgu649,+56 2 1656 8473,26718362,12495,,,,7
Irene Sisneros Alvarado,,,irsial863,,1295274,0,,,,0
Nicolás Arenas Porras,,VFGFS4oh34T,nicolás9015820,+56 9 4308 7775,7428423,,Nocturno,Colmena,Part time,K
Maricarmen Cazares Elizondo,macael784@viajesanma.com,swlBamBM4op6GFcz,maricarmen4823522,,14345159,7239,,,,3
Marilu Valencia Melgar,mavame770@marmol.com,YcVtKoQoP6Q,Marilumelgar741,+56 2 5271 2209,-23522432,0,,,,1
Marisol Cortez Monroy,Marisolmonroy204@viajes.cl,7fkWd8ZFSP,Marisolmonroy711,,23658380,,Diurno,Más vida,Part time,5
,stjopoal797@viajes.cl,0neP3gdNPVKhp,Sta.alarcón421,+56 9 0860 1645,2910968,,Diurno,Colmena,Full time,0
Ramiro Casares Caldera,,2gE0iYxqV,Ramirocaldera140,+56 2 1614 6136,20700281,12960,,,,K
Cristian Saavedra Cabán,Cristiancabán555@edubus.cal,9ykOBPb5,crsaca105,,2948970,0,,,,K
Sr. Ester Verduzco Bravo,,y8Ua4RDIhgIvn4Q,Sr.bravo581,+56 9 6551 5444,10624168,0,,,,6
Sta. Alfonso Loya Ramón,Sta.ramón778@viajesanma.com,,,+56 9 9059 2076,26713701,8181,,,,3
,,V4niKQtzCvj2,Víctorsalcido861,+56 2 7192 7491,6049816,3358,,,,4
Cecilia Muñiz Menchaca,Ceciliamenchaca876@marmol.com,gTuw6pa3g5,,+56 9 6847 2073,28808397,291,,,,5
Rodrigo Caraballo Abreu,,Q1J1zLmwTCjwS1R,Rodrigoabreu695,+56 9 0590 0023,12431642,0,,,,1
Isabela Calvillo Mojica,iscamo240@viajes.cl,,Isabelamojica296,+56 9 5523 2412,3860569,,Diurno,Fonasa,Full time,0
Sra. Samuel Alaniz Mata,Sra.mata898@marmol.com,vQjgVzb4L9bvFh,srsaalma438,+56 2 2065 5125,-15676459,3346,,,,0
,Dianavergara671@edubus.cal,lJtU8abSjF4,diana2577514,+56 2 9132 5298,28506009,18630,,,,5
Sta. Margarita Zelaya Delrío,sta.1998150@edubus.cal,OWGz1sqTCAub1fRH,sta.7613654,+56 9 0821 6688,,6559,,,,
Miguel Carranza Guerra,miguel8805934@viajesanma.com,t4nQNl4AFK,,+56 9 1359 0646,16596041,0,,,,6
Sta. Graciela Espinosa Cardenas,Sta.cardenas262@viajesanma.com,0JGGj4LUtD5,,+56 2 3717 8022,11999244,-37863,,,,3
Gregorio Leal Delapaz,Gregoriodelapaz251@viajes.cl,xI1rUEiPh4IjM0s,grlede796,,12788212,,Diurno,,Full time,6
Gilberto Velásquez Valdivia,gilberto4249738@wass.com,W69kS3CeFnhmorP,gilberto2566180,,18021904,,,,,8
Diana Soto Girón,Dianagirón482@outluc.com,,Dianagirón197,+56 2 6692 5519,18054612,0,,,,K
Emilia Montoya Olmos,emilia1212440@viajesanma.com,xV8P04jNk,Emiliaolmos959,,23736190,4859,,,,3
Sra. Mercedes Echevarría Olivárez,,O8w1qIdZbi,Sra.olivárez447,+56 9 7512 4760,25955604,,,,,K
Luisa Castro Arredondo,luisa5629886@outluc.com,Gh7vw4catUH7awl,lucaar331,,20389145,22022,,,,8
Silvia Samaniego Becerra,Silviabecerra810@viajes.cl,xYQ1xPmIQ,silvia1339311,+56 9 5764 6400,,,Diurno,,Full time,
Hernán Guerrero Cardona,heguca871@viajes.cl,2e9YIc3yRx0,hernán336721,,10856600,,Nocturno,Banmédica,Full time,0
Raquel Benavídez Ojeda,rabeoj904@viajes.cl,b9kl7m8xVY9TTF,rabeoj871,+56 2 4151 7564,,,Nocturno,Fonasa,Full time,
Adán Briseño Sarabia,adbrsa695@wass.com,,adbrsa201,+56 9 0700 6601,-23708877,11357,,,,8
Sra. Timoteo Ochoa Gaona,,vxdUGbx7dxX,srtiocga466,+56 9 4072 7882,4426205,7871,,,,3
Sofia Banda Jaimes,,5PSlKXOtPDZb,sobaja303,+56 2 2596 8066,21043578,10766,,,,6
Hernán Rendón Becerra,herebe242@viajesanma.com,,herebe656,+56 9 5882 1756,16225162,16987,,,,7
Anita Maldonado Salgado,Anitasalgado341@edubus.cal,ZqX7SgBvCNVDy,anmasa780,,26636622,12530,,,,1
Sr. Clemente Yáñez Alarcón,sr.5323939@outluc.com,dTgCg3aS9i8vsR0,srclyáal302,,12595782,10514,,,,K
,eva118804@edubus.cal,zaq2IHhDAusz,evanca399,+56 9 9184 6922,309448,4469,,,,0
,horoma820@marmol.com,nsUAdKLZ6u7Is,,+56 9 4431 6278,,13982,,,,
María del Carmen Morales Delao,maría521400@edubus.cal,8XqKaEZ30SfIa,,+56 2 2968 7319,17718977,9934,,,,4
Mayte Arroyo Ríos,Mayteríos812@tourket.com,z6u5AQH6SableBr,mayte2218447,+56 2 4552 5567,,2223,,,,
José Eduardo Cuellar Rojo,Josérojo648@viajes.cl,Muh8WXKVq0Uae,Josérojo828,,,,Nocturno,Banmédica,,
Silvia Zavala Lugo,silvia3738332@tourket.com,n7XL6ACQpn,,+56 2 6086 9936,8483864,8128,,,,0
Gabriela Rascón Ortega,Gabrielaortega155@outluc.com,B1XJt3eKkokMbY9C,gabriela9139147,+56 9 2068 8602,,581,,,,
Sta. Mario Muñiz Borrego,,TRWXNeO21D9PJsm,Sta.borrego229,+56 9 6422 5207,5674035,,Diurno,Colmena,Part time,K
Elsa Sotelo Aparicio,elsa8655319@viajesanma.com,YYDZfR5K4zvT,,+56 2 4102 9057,21016524,3315,,,,K
Marilu Toro Anguiano,matoan579@viajes.cl,XeGnX71RqgrL,marilu5590467,+56 2 5458 8997,-16091180,,Nocturno,Banmédica,Part time,8
,mabrlo491@edubus.cal,MTNlIlNeU42IMoW,mabrlo237,+56 9 5339 7137,,3259,,,,
Marisol Quintana Macías,maquma131@viajes.cl,O10IvUXo,maquma913,,,,Nocturno,Fonasa,,
Jerónimo Roque Nieto,jeroni640@edubus.cal,,jeroni806,+56 2 2569 4019,15507915,0,,,,0
Maricarmen Palacios Padrón,maricarmen6666109@outluc.com,,mapapa993,+56 9 3055 3935,23259078,0,,,,5
Sta. Olivia Gallegos Anguiano,,Gk9QhUoCiY,sta.3871793,+56 9 4637 2844,22642349,3205,,,,4
,jodehe945@marmol.com,rTayyXOZ8OeKe,Joséhenríquez933,+56 2 7140 2425,3178464,16365,,,,6
Esperanza Orta Alcántar,,0siE9VVkFjq,esperanza1900654,+56 2 7103 1810,18456017,,Nocturno,Banmédica,Part time,8
Sr. Sara Iglesias Montemayor,sr.1870122@viajesanma.com,jdWfSk5EoXvYVJ,sr.3041999,,18875505,7540,,,,4
Soledad Terrazas Montaño,,B7PhIJzCRmkrv3G,Soledadmontaño651,+56 9 9037 6033,11926402,16758,,,,2
Barbara Leiva Paredes,barbara7709759@marmol.com,X87en8vHLBMs082b,,+56 9 6755 3808,13748890,11283,,,,6
Mariana González Granado,mariana1997804@viajesanma.com,,,+56 9 5929 8802,18106308,1297,,,,4
Sta. Isabela Suárez Velásquez,Sta.velásquez617@viajes.cl,ZKhMfUH66,stissuve403,+56 2 4006 2385,,,Diurno,Banmédica,Full time,
Susana Casillas Cortez,sucaco156@viajesanma.com,3RIaAmuaF3b,,+56 9 0416 0751,4448148,16917,,,,0
Ignacio Maestas Guajardo,igmagu380@viajes.cl,s71XhWIc9ctFE,igmagu338,+56 9 5615 0987,,,Diurno,Consalud,Full time,
Timoteo Ávalos Tórrez,timoteo3875406@edubus.cal,,tiávtó421,+56 2 3908 6787,25689639,0,,,,7
Hernán Espino Viera,Hernánviera459@edubus.cal,,Hernánviera893,+56 9 6310 4405,10217875,11645,,,,0
Manuel Gonzales Pulido,manuel678411@viajes.cl,ZlENout8GX,Manuelpulido398,,28534474,,Nocturno,Colmena,Part time,3
Jorge Luis Domínquez Hernández,,1TdsnPm63MYg8sC3,Jorgehernández484,+56 2 7963 1983,3905940,,,,,1
Gabriela Lovato Vargas,galova384@marmol.com,gzyMbvcZ552QiPu,gabriela7587867,,28129476,12084,,,,8
,joluávju208@edubus.cal,BNNOA4Rzi,Joséjuárez355,+56 9 7788 4049,21133646,2495,,,,3
Débora Domínguez Valdés,,uzAp5pz6C6sX,débora8372924,+56 9 1102 8547,28344696,9870,,,,4
Francisca Contreras Farías,,OxeE0QA9rceDDwCB,frcofa808,+56 9 3382 1336,14285594,20736,,,,1
,srvízamá312@edubus.cal,e8HDyTzbR3ja,srvízamá112,+56 9 0612 5070,3615368,12374,,,,7
Graciela Lomeli Cruz,,it75KUGnd23Be0fe,Gracielacruz897,+56 2 7907 5807,1488937,,Diurno,Fonasa,Part time,K
Ana Camacho Villalobos,Anavillalobos326@tourket.com,NGMqlFuhvH4J,,+56 2 0351 2466,16023822,0,,,,4
Mariana Quintana Peralta,,O1zvk2JgaRdD6I9w,Marianaperalta206,+56 9 9896 8474,2808753,,Nocturno,Más vida,,5
Samuel Loya Quintana,samuel6904991@viajesanma.com,LGzNzDb4,,+56 2 4657 3365,8255967,-7763,,,,1
Gregorio Bonilla Feliciano,Gregoriofeliciano417@tourket.com,liXMwR40,gregorio5954602,+56 2 0804 0514,,0,,,,
Sra. Gabriela Solano Olivera,srgasool987@viajes.cl,AF7qm9U4eV4a,,+56 9 6941 0307,285364,,Diurno,Banmédica,Full time,7
,Sra.montoya711@outluc.com,,srtipamo870,+56 9 0424 6947,6620006,0,,,,K
Jorge Luis Tafoya Gastélum,jolutaga460@tourket.com,vHA8MAxseP7,,+56 9 0207 9036,1450661,19344,,,,6
Sr. Santiago Sevilla Avilés,sr.2609815@wass.com,0G7GgklVYo5oGH2c,Sr.avilés635,+56 9 0125 0511,,10117,,,,
Sta. Germán Iglesias Samaniego,sta.9200800@viajes.cl,IA4UdXrFnCdpSwSV,sta.4345310,+56 9 2439 7812,,,Diurno,Fonasa,Part time,
Magdalena Gaytán Brito,Magdalenabrito986@viajes.cl,,magabr594,+56 9 9666 6672,11319535,,Nocturno,Banmédica,Part time,5
,Sr.gutiérrez908@outluc.com,Vqud9HbjCB,Sr.gutiérrez201,+56 9 4588 6957,-4246684,5045,,,,0
Gustavo Curiel Granados,,1mYNNlWINPnm8gR,gucugr136,+56 2 9465 9032,20233673,,,,,6
Rosalia Quiñónez Escalante,roques144@tourket.com,CtC2a1sJyWomr,,+56 9 4563 2217,16727332,19466,,,,7
Sr. Rafael Arteaga Venegas,,0mCwjFaK2,Sr.venegas219,+56 9 7576 5274,,3750,,,,
,Julioescalante193@wass.com,6gR8ObPS4,jucéures132,+56 9 3440 7478,25303825,238,,,,K
Sr. Lorenzo Cabrera Medina,sr.1305475@tourket.com,jE7E1bDtXTZdpSn,sr.6465174,+56 2 3452 6855,-28290175,0,,,,7
Agustín Saldivar Loya,agustín5334864@viajes.cl,pf1uGNfC7Ul7f,agsalo606,+56 9 7899 5421,,,Diurno,Más vida,Part time,
Julio Lugo Colunga,Juliocolunga990@viajes.cl,je2Y1TIV,Juliocolunga317,+56 2 6208 8450,,,Diurno,Más vida,,
Armando Amaya Venegas,aramve727@viajes.cl,,armando6462347,+56 9 5914 0323,23952015,,Nocturno,Consalud,,4
María Luisa Tapia Marín,malutama814@tourket.com,9vJFWKBFH,,+56 9 1500 8152,3420024,,,,,6
Julio César Saiz Ávalos,,CJD0WzDLRlMu6Doh,jucésaáv287,+56 9 7159 3934,-6745819,6619,,,,2
Francisca Montes Gaytán,francisca9727560@marmol.com,StyZlJk2IWu7Z,frmoga307,+56 9 6982 3441,,12308,,,,
Mayte Dávila Sandoval,Maytesandoval160@wass.com,,Maytesandoval241,+56 2 4022 6343,16747852,0,,,,2
Catalina Bueno Collazo,cabuco825@edubus.cal,5hWw2RE1J,catalina7517787,+56 2 6385 2104,-25166416,2947,,,,1
,julio2890463@outluc.com,4ngboP2plBJt,Juliomatos364,,6802088,2466,,,,3
,Raquelarriaga466@viajesanma.com,VeXkT5ny13Z,Raquelarriaga969,,19927908,6831,,,,4
Claudia Apodaca Delgado,claudia3864958@marmol.com,,claudia9435125,+56 9 6524 3298,28262967,-6558,,,,4
Eloisa Soria Barreto,elsoba726@viajes.cl,k81ACdkqDk,eloisa7220920,+56 9 6794 8514,,,Nocturno,Banmédica,Full time,
Natalia Alvarez Muñoz,naalmu963@viajes.cl,9EEa2Wvcy2CQFvpB,naalmu206,,7025690,,Nocturno,Colmena,Full time,8
Sta. Florencia Olivo Díaz,stfloldí535@viajes.cl,5KUj5iis,Sta.díaz886,+56 9 2427 0062,,,,Consalud,Part time,
Hugo Nájera Mercado,hunáme607@viajes.cl,CkW68eDqpy8,hunáme125,+56 2 7992 3461,,,Diurno,Más vida,Full time,
Clemente Valdez Ureña,clemente8051684@outluc.com,,Clementeureña892,+56 9 2004 9857,22424810,0,,,,5
Sta. Arturo Anaya Ávalos,,m2bbymmU,sta.4677614,+56 9 9328 9078,3540470,,Nocturno,Más vida,Part time,8
,Gabrielaferrer341@outluc.com,uvMOHAVl7uWtF,gadofe787,+56 9 2867 0845,973645,16368,,,,K
,raesba397@viajes.cl,7SrMZ7z5gZRx,raquel3931170,+56 9 9204 7425,18838012,,Diurno,Consalud,Full time,3
,,i63C1hFb1IffC,Marianoolivas311,+56 9 9249 9721,16755660,6101,,,,4
,sra.1614177@viajes.cl,IA2P0aMy2AGfsgY5,sra.1968906,+56 9 9711 3599,,,Nocturno,Fonasa,Full time,
Sra. Sancho Tafoya Barrera,Sra.barrera459@edubus.cal,,srsataba137,+56 9 9106 3297,-15096066,2042,,,,5
Lourdes Ríos Jaime,lourdes6422863@viajesanma.com,bi5St78deHAPAP,,+56 2 0422 1844,3867770,5835,,,,5
,,5lRk03GUvHURo5,liatco286,+56 9 7547 7640,20865163,8630,,,,3
,Mónicareséndez326@viajesanma.com,A7sP8PQh6h706WPj,mójare871,+56 2 4702 0502,21033491,10675,,,,2
,Mariorivas700@marmol.com,Wn0iVquh3hVj0DC,Mariorivas812,+56 2 7116 1365,14262743,3503,,,,4
Sta. Francisco Zelaya Alvarez,,lJi0jlKkZ568DHK,sta.7881582,+56 9 2690 6011,5831732,,,Más vida,Full time,2
,Blancahernández496@wass.com,DQtgiKd8sjVXH,Blancahernández758,+56 2 4846 7132,8650761,0,,,,7
,sr.6552793@viajes.cl,CJHPFmPuNfg3V0gU,sr.1952111,+56 2 9367 8960,10867153,,Nocturno,Consalud,Part time,K
Magdalena Arenas Montero,magdalena4925484@marmol.com,xkyOus2LRXTBFt,magdalena1207527,,2307913,2386,,,,5
Daniel Amaya Nieto,daamni852@wass.com,zGaeqHZ4Q9,daniel3856968,,3628010,12263,,,,7
Mariana Arenas Alanis,,cg9CLMqKj,maaral246,+56 9 2701 1509,24572254,9400,,,,0
Sta. Manuela Luevano Galván,stmaluga287@viajes.cl,Zj84ASkkO7,stmaluga623,+56 9 1170 2618,,,Diurno,Banmédica,Part time,
Teresa Gamez Irizarry,teresa812759@viajes.cl,qGo7t1pCNrYvG,teresa5239231,+56 9 4888 4449,-23747599,,Diurno,Colmena,Part time,2
Alejandra Carvajal Bernal,Alejandrabernal475@tourket.com,vRQoR0n0x1XX,Alejandrabernal768,+56 9 3160 8802,,243,,,,
Federico Núñez Gómez,Federicogómez107@viajes.cl,gVDc6suNnsSO,federico547908,,15910286,,Diurno,Fonasa,,6
Hernán Vargas Espino,,8YSmyaYlL4Lsh,hevaes510,+56 9 5307 2631,26256885,1724,,,,7
,sra.5568792@wass.com,iVtTP9UAx,srerloba734,+56 9 3545 4205,4105600,0,,,,2
