nombre,run,dv,correo,nombre_usuario,contrasena,telefono_contacto,puntos,codigo_agenda,etiqueta,codigo_reserva,fecha,monto,cantidad_personas
"Joaquín Romero Pineda",20494883,6,joropi@@viajes.cl,joropi,9pNae0HeZc,+56-2-2918-0044,Diurno,Colmena,"Full time",550184,65624,2025-08-14,-675000,5,"No disponible",67191,Alcobendas,PATERNA!!!,2026-04-19,2026-04-19,31,1169,135000,JetBlue,x,{},{Rubí},"Clase económica",{}
"Adela Vallejo Duarte",20.039.212,4,adela7630@viajes.ceele,adela8196,rxX8iAvCWy57x,"+56 2 5468 2411",Diurno,Colmena,"Part time",550195,63493,2025-05-15,-1071000,9,"No disponible",89852,Rivas-Vaciamadrid,"Mollet del Vallés",2026-05-30,2026-05-31,41,1643,119000,"Buses Bio Bio",Cama,"{Calefacción,TV,Agua}",{},x,{}
"Claudia Palomino Acevedo",23739103,x,x,clpaac,aJuIGOl6,"+56 9 6633 7108",Nocturno,x,"Part time",550199,65347,2025-01-16,780000,5,x,99098,Pontevedra,TOLEDO!!!,2025-08-04,2025-08-06,x,3313,156000,"Primera Plus",Cama,"{Calefacción,Comida,""Aire acondicionado""}",{},x,{}
"Lorenzo Zapata Contreras",29.601.895,3,lozaco@viajes.cl,lozaco,wAVh1afO7EgmPqT2,"+56 9 3425 3386",Nocturno,Fonasa,"Full time",550207,62485,2025-02-08,1310000,10,"No disponible",18429,Vitoria,Manresa,2025-07-02,2025-07-04,46,3996,131000,BoltBus,Cama,"{Baño,Agua,Wifi}",{},x,{}
"Barbara Linares Gallardo",6.513.982,0,Barbaragallardo@viajes.cl,baliga,f5eFS84GYYH,+56-9-9814-4509,Diurno,Colmena,"Part time",550227,71586,2025-02-12,1395000,9,"No disponible",88919,Burgos,Mataró,2026-06-09,2026-06-11,65,2981,155000,"ŽSSK (Eslovaquia)",x,"{Agua,Wifi,Baño,Comida,Calefacción,TV}",{},x,"{Paterna,Sabadell,Salamanca,Toledo,""Talavera de la Reina""}"
"Alberto Collado Reyes",14321401,0,x,alcore,br9NycX8zPfAAvJ,"+56 2 7878 5680",Diurno,x,"Full time",550230,61950,2025-12-04,760000,x,"No disponible",63703,"Alcalá de Henares",TORREVIEJA!!!,2026-03-02,x,30,x,95000,"Buses Bio Bio",Cama,"{TV,Agua,""Asientos reclinables""}",{},x,{}
"Sara Palacios Briseño",25744972,6,SarabriseO�o@viajes.cl,Sarabriseño,k8mh38PzBlhL,"+56 2 0932 0414",Diurno,Banmédica,"Full time",550266,61935,2025-01-29,447000,3,"No disponible",50576,Cartagena,Rubí,2025-03-19,2025-03-20,52,2274,149000,Eurostar,x,"{Agua,TV,Baño,Wifi,Calefacción}",{},x,"{Mérida,""La Coruña"",""Ciudad Real"",Badalona,Motril}"
x,13989233,0,Leonorgallegos@viajes.cl,leonor6547,g715mln1tPXr,+56-2-7721-7918,Nocturno,Fonasa,"Part time",550273,66432,2025-03-30,360000,4,"No disponible",x,Rubí,Vigo,x,2026-03-02,49,1696,90000,FlixBus,Cama,"{Baño,Agua,Wifi}",x,x,{}
"Leticia Zambrano Rosario",23608361,6,Leticiarosario@@viajes.cl,Leticiarosario,vVY2QMhhXTaxL,"+56 9 5301 0898",Diurno,"Más vida","Full time",550289,68639,2025-01-09,264000,2,"No disponible",21671,Valdemoro,Córdoba,2025-04-28,2025-04-28,14,1281,132000,Renfe,x,"{TV,""Aire acondicionado"",Comida}",{},x,{Getafe}
"Sta. Luisa Fonseca Camarillo",19978108,1,stlufoca@@viajes.cl,sta.5940,Fa27jIg8g,"+56 2 8555 4412",Diurno,Colmena,"Full time",550290,68639,2025-01-08,-562000,2,"No disponible",8766,Córdoba,Cádiz,2025-04-28,2025-04-29,43,2308,281000,Thalys,x,"{Agua,Comida,""Asientos reclinables"",Wifi,""Aire acondicionado""}",{},x,"{Cádiz,Puertollano,Alcobendas}"
"Timoteo Montaño Jimínez",17705640,5,TimoteojimOAnez@@viajes.cl,timoteo9925,oBboi6O9ESpvIcD,"+56 9 6583 8294",Nocturno,Banmédica,"Part time",550369,68996,2026/02/21,528000,4,"No disponible",16179,"Dos Hermanas",Arrecife,2026/06/02,2026/06/04,49,3136,132000,"Buses Ahumada",Cama,"{""Asientos reclinables"",Wifi,Calefacción}",{},x,{}
"Virginia Vergara Zavala",9.236.669,3,Virginiazavala@viajes.cl,viveza,SIU816iyAtW,"+56 2 8030 9014",Diurno,Colmena,"Part time",550388,71966,2025-08-19,1812000,6,"No disponible",45430,"Hospitalet de LLobregat","Torrejón de Ardoz",2026-09-08,2026-09-10,68,4165,302000,"ZSSK (Eslovaquia)",x,"{""Asientos reclinables"",Agua,""Aire acondicionado"",Wifi,Comida,Baño,Calefacción}",{},x,"{""Cornellá de Llobregat"",""Talavera de la Reina""}"
"Arturo Tafoya Carrion",23701837,0,arturo4931@@viajes.cl,artaca,OOdyzbmZ0yWY,"+56 9 0626 0450",Diurno,Colmena,"Part time",550399,71169,2025/06/05,884000,4,"No disponible",97126,"Jerez de la Frontera","El Ejido",2026/02/18,2026/02/19,10,2539,221000,"Ethiopian Airlines",x,{},"{""Collado Villalba"",""Las Palmas de Gran Canaria""}","Clase ejecutiva",{}
"Lorena Franco Macías",9.465.924,8,LorenamacOAas@viajes.cl,lorena9579,uvvWV4U7j8b5,"+56 2 4301 3539",Diurno,Consalud,"Full time",550407,68189,2025-09-22,2660000,7,"No disponible",68815,Majadahonda,Toledo,2025-10-13,2025-10-15,38,4229,380000,Lufthansa,x,{},"{Rubí,Getafe,Torremolinos,Ávila,""Mollet del Vallés""}","Primera clase",{}
"Sr. Julio César Rascón Medrano",23.840.725,7,srjucOorame@@viajes.cl,Sr.medrano,5XG142XIvsAsS,"+56 9 5193 5323",Nocturno,Banmédica,"Part time",550413,68189,2025/09/23,1638000,7,"No disponible",78068,"Santa Cruz de Tenerife","Cornellá de Llobregat",2025/10/19,2025/10/21,26,4133,234000,"Qatar Airways",x,{},"{Benalmádena,Albacete,Telde,Rubí,""Alcalá de Guadaira""}","Primera clase",{}
"Sta. Marcos Pantoja López",5.355.745,7,Sta.lOIpez@viajes.ceele,Sta.lópez,AX9o8pc6R34CPgs,"+56 9 2894 3946",Diurno,"Más vida","Part time",550454,70749,2025-02-03,588000,7,"No disponible",74109,Cartagena,REUS!!!,2026-09-14,2026-09-15,37,1721,84000,"Buses Romani",Cama,"{Calefacción,""Aire acondicionado"",""Asientos reclinables""}",{},x,{}
"Sr. Eva Leiva Jiménez",22000555,0,Sr.jimOonez@@viajes.cl,sr.3635,MH2DFPR1s4TiXt,"+56 9 9807 1295",Diurno,Banmédica,"Part time",550459,62890,2025-06-02,169000,1,"No disponible",12141,Torrelavega,"SANTA CRUZ DE TENERIFE!!!",2025-12-07,2025-12-08,50,2559,169000,Renfe,x,"{""Aire acondicionado"",Agua,""Asientos reclinables"",Calefacción,Comida}",{},x,"{Córdoba,Alcobendas}"
"Cristian Roldán Palacios",16.903.744,2,crropa@viajes.cl,cristian6427,g5L0xCJWg3,+56-2-3739-3584,Diurno,Banmédica,"Full time",550482,64044,2025-10-04,471000,3,"No disponible",21757,"Las Palmas de Gran Canaria",Bilbao,2026-07-22,2026-07-24,75,3880,157000,"Wizz Air",x,{},"{Inca,""Sanlúcar de Barrameda"",Coslada,Getafe}","Primera clase",{}
"Josefina Ojeda Soria",x,6,Josefinasoria@viajes.cl,Josefinasoria,x,"+56 2 6918 1805",Diurno,Fonasa,x,550486,64044,2026-04-22,216000,x,"No disponible",23740,x,Gijón,2026-07-27,2026-07-27,12,710,72000,JetBlue,x,{},{},"Clase económica",{}
"Lola Covarrubias Becerra",4745762,9,Lolabecerra@@viajes.cl,Lolabecerra,M487eOaVXHUzeDc,"+56 2 7511 9585",Diurno,Banmédica,"Full time",x,x,2025/01/25,52000,x,"No disponible",66385,Marbella,Gandía,2025/08/15,2025/08/16,x,1876,52000,"Condor Bus",Cama,x,{},x,{}
"Enrique Quiñones Orellana",3.055.116,8,enquor@viajes.ceele,Enriqueorellana,c9gzzh7zB0cw,+56-9-3763-9588,Diurno,"Más vida","Part time",550498,63692,2026/01/04,954000,9,"No disponible",71116,Barcelona,"Sanlúcar de Barrameda",2026/03/18,2026/03/20,39,3191,106000,Andesmar,Cama,"{Wifi,""Asientos reclinables"",TV}",{},x,{}
"Alicia Jurado Baca",29895098,7,aljuba@@viajes.cl,aljuba,GymvHh3e7UffBi,+56-2-4938-0984,Diurno,Banmédica,"Full time",550528,64843,2025-11-08,460000,2,"No disponible",42595,Albacete,Ávila,2026-07-07,2026-07-08,33,2307,230000,Emirates,x,{},"{Toledo,Torrevieja,Cuenta}","Primera clase",{}
"Ricardo Escobedo de Anda",7.680.012,0,ricardo1314@viajes.cl,ricardo352,XvzDFaT5rwKg22,"+56 2 7901 3225",Nocturno,Colmena,"Full time",550530,71435,2025-01-01,1480000,5,"No disponible",64661,"Santa Coloma de Gramanet",CARTAGENA!!!,2025-04-14,2025-04-16,74,3378,296000,"Air New Zealand",x,{},"{""Santa Cruz de Tenerife""}","Clase ejecutiva",{}
"Soledad Galarza Gutiérrez",10.466.025,8,SoledadgutiOorrez@viajes.ceele,sogagu,8R6cokgD,"+56 9 4343 3935",Nocturno,Fonasa,"Full time",550571,61401,2025-06-03,-450000,10,"No disponible",89030,motril#,BILBAO!!!,2025-07-10,2025-07-10,47,1051,45000,Eurostar,x,"{Agua,Wifi,Calefacción}",{},x,{Rubí}
"Gerardo Medina Rodrígez",5178374,3,GerardorodrOAgez@viajes.cl,Gerardorodrígez,x,"+56 9 2604 9367",Nocturno,Banmédica,"Full time",550606,68018,2025/08/20,2210000,10,"No disponible",x,x,Calahorra,2026/02/19,2026/02/21,x,3237,221000,Qantas,x,{},x,"Clase ejecutiva",{}
"Sr. Luis Trujillo Razo",13931390,9,srlutrra@@viajes.cl,srlutrra,D1OhxYqTY,"+56 2 2658 3922",Nocturno,"Más vida","Full time",550620,61969,2025-02-23,768000,6,"No disponible",29453,lérida#,"San Sebastián",2025-08-06,2025-08-07,1,2869,128000,Vueling,x,{},{},"Primera clase",{}
"Alfredo Gil Muñiz",15.483.478,8,alfredo6179@viajes.ceele,algimu,1hzRWkxAp7WpyF,"+56 2 0524 8706",Diurno,Colmena,"Part time",550636,66536,x,572000,4,"No disponible",63632,x,BADAJOZ!!!,x,2025-10-31,35,x,143000,x,Cama,"{""Asientos reclinables"",Comida,Agua}",{},x,{}
"Felipe Almaraz Becerra",x,3,felipe6550@viajes.cl,x,sVG7BnKf0,"+56 9 4881 8560",Nocturno,Consalud,"Full time",550637,64031,2025-01-27,-2592000,9,x,81489,"Palma de Mallorca",Valladolid,2025-05-31,2025-06-02,10,4086,288000,x,x,x,"{Palencia,Estepona}","Primera clase",{}
x,18000808,0,magufi@@viajes.cl,Marisolfigueroa,ys4iFRAj1US80,"+56 2 4401 1469",Nocturno,Consalud,"Full time",x,69465,2025-03-20,x,5,x,6439,Cuenta,Telde,2025-11-14,2025-11-15,63,1966,88000,x,x,{},{Valladolid},"Clase económica",{}
"Jaime Amaya Araña",19831948,1,JaimearaO�a@viajes.cl,jaime2650,3E9bEAnKDJ7yFOu,+56-2-5083-3467,Diurno,Banmédica,"Full time",550663,68531,2025-01-04,180000,4,"No disponible",28706,"Ciudad Real",Mijas,2025-07-14,2025-07-14,49,373,45000,Andesmar,Semi-cama,"{Agua,TV,Calefacción}",{},x,{}
"Patricio Peña Pedroza",12598422,3,x,Patriciopedroza,x,"+56 2 8074 1486",Diurno,"Más vida","Part time",550664,63956,x,210000,2,x,81180,"Ciudad Real","El Ejido",2026/02/23,2026/02/23,18,x,105000,"MÁV (Hungría)",x,"{Comida,TV,""Aire acondicionado""}",{},x,{Alcorcón}
"Sta. Juan Monroy Barrientos",18.355.766,1,stjumoba@viajes.ceele,Sta.barrientos,NRgPZWly611,+56-9-8293-0716,Diurno,Colmena,"Part time",550665,70561,2025-07-25,50000,1,"No disponible",16743,"La Coruña",Sagunto,2025-10-28,2025-10-30,44,3362,50000,ADO,Cama,"{Comida,""Asientos reclinables"",Agua}",{},x,{}
"Ángela Tamez Barela",21.878.085,7,O�ngelabarela@viajes.cl,ángela5443,VG7rEhsA,"+56 2 8049 4696",Diurno,Fonasa,"Full time",550666,70561,2025-07-09,100000,1,"No disponible",40525,Sagunto,"Roquetas de Mar",2025-10-30,2025-11-01,49,3790,100000,FlixBus,Cama,"{Agua,TV,Comida}",{},x,{}
"Florencia Rodríquez Cabán",14.703.951,4,florencia8331@viajes.cl,flroca,WlE311ErDpqwpiv,"+56 9 8492 2666",Diurno,Fonasa,"Part time",550706,64008,x,156000,x,"No disponible",x,Rivas-Vaciamadrid,Telde,x,x,72,4198,156000,"ŽSSK (Eslovaquia)",x,"{""Asientos reclinables"",""Aire acondicionado"",Wifi,TV,Calefacción,Agua,Baño}",{},x,{}
"Florencia Gamez Arias",3.134.790,4,Florenciaarias@viajes.ceele,florencia5166,Kae3fvvvJvOFnIn4,+56-9-4133-5545,Nocturno,Consalud,"Part time",550723,62177,2025-05-16,1206000,9,"No disponible",4671,Barcelona,Gijón,2025-12-09,2025-12-10,42,1526,134000,Greyhound,Cama,"{TV,""Aire acondicionado"",Agua}",{},x,{}
"Homero Tórrez Hidalgo",7.640.795,9,Homerohidalgo@viajes.cl,Homerohidalgo,0T42chzNhKME26N,+56-9-6421-7252,Nocturno,"Más vida","Full time",550731,x,2025-01-21,250000,2,"No disponible",x,Orense,Fuengirola,2025-01-28,x,35,x,125000,x,Cama,"{Calefacción,Agua,TV}",{},x,{}
"María José Henríquez Viera",275227,1,MarOAaviera@viajes.cl,maría5097,GS0li3hCOpN,"+56 2 0228 7953",Diurno,Banmédica,"Full time",550739,x,2026-04-24,-984000,x,"No disponible",x,valencia#,CARTAGENA!!!,2026-06-15,2026-06-15,49,868,164000,x,x,"{Baño,Wifi,Comida}",{},x,{}
"Ana Luisa Corral Gonzales",26.185.171,7,anlucogo@viajes.cl,Anagonzales,DcyuaKJgMJ4K,"+56 2 1191 4897",Diurno,Fonasa,"Full time",550747,64420,2025-10-28,764000,4,"No disponible",38489,Ceuta,"Santa Lucía de Tirajana",2026-01-13,2026-01-14,62,1995,191000,JetBlue,x,{},{Mataró},"Clase ejecutiva",{}
"Emilio Agosto Almaraz",8922208,7,emilio2212@@viajes.cl,emagal,3ueavFH3j,"+56 2 4121 8821",Nocturno,Banmédica,"Part time",550771,62230,2025-01-02,-219000,3,"No disponible",42505,Calahorra,Torrevieja,2025-01-04,2025-01-04,34,1102,73000,Damas,Cama,"{Comida,TV,Wifi}",{},x,{}
"Sra. José María Caraballo Montaño",12.816.441,3,sra.8181@viajes.cl,srjomacamo,5szTxGfx,"+56 2 1546 3051",Nocturno,Consalud,"Part time",550782,65929,2026-05-12,-301000,7,"No disponible",48915,Benalmádena,Reus,2026-06-20,2026-06-20,46,380,43000,Monbus,Semi-cama,"{Wifi,Comida,""Asientos reclinables""}",{},x,{}
"Claudio Madera Escamilla",24.586.039,0,Claudioescamilla@viajes.cl,claudio327,1d3hPnFqrgq,"+56 2 2847 0732",Nocturno,Colmena,"Part time",550790,66381,2025-12-30,89000,1,"No disponible",29301,Cartagena,"San Sebastían de los Reyes",2026-03-13,2026-03-13,25,499,89000,"BDZ (Bulgaria)",x,{},{},x,"{""Alcalá de Guadaira"",Cáceres}"
"Concepción Jaime Tamez",6.691.874,2,concepciOIn1475@viajes.cl,Concepcióntamez,ERgWw1dGT3VNVdZo,"+56 2 0505 9029",Diurno,Banmédica,"Full time",550821,61571,2026-06-01,300000,1,"No disponible",84059,"Las Palmas de Gran Canaria",Torrelavega,2026-08-19,2026-08-20,14,2273,300000,"Delta Air Lines",x,{},"{Mérida,Algeciras}","Primera clase",{}
"Sta. Emilio Madera Menéndez",3.592.973,8,Sta.menOondez@viajes.cl,Sta.menéndez,6ikXoTFhTqzC,"+56 9 1743 4096",Nocturno,"Más vida","Full time",550854,66685,2025-02-09,1071000,7,"No disponible",6758,Alcorcón,Mijas,2025-08-29,2025-08-30,58,1904,153000,KLM,x,{},{},"Clase económica",{}
"Esteban Quintero Manzanares",11126550,0,esteban4110@@viajes.cl,esquma,R8fE90a8wUI2c6,"+56 2 7743 6534",Diurno,Banmédica,"Part time",550897,63953,2025-01-24,891000,9,"No disponible",78514,Orense,"Talavera de la Reina",2025-02-02,2025-02-02,50,1132,99000,"Buses Nilahue",Cama,"{Calefacción,""Asientos reclinables"",TV}",{},x,{}
"Ana Abrego Ulloa",2966786,1,anabul@@viajes.cl,ana938,DFOXJ7tAelQNWdKL,"+56 2 3084 2388",Diurno,Consalud,"Part time",550923,66919,2025-08-25,576000,2,"No disponible",76814,Parla,Cartagena,2026-02-06,2026-02-07,29,2166,288000,"ŽFBH (Bosnia y Herzegovina)",x,"{""Aire acondicionado"",Wifi,""Asientos reclinables"",Baño,Comida}",{},x,"{Toledo,Alcobendas}"
"Emilio Tirado Villalpando",8.529.688,4,Emiliovillalpando@viajes.cl,emilio7439,x2rJDa8o,"+56 2 6221 6891",Diurno,Fonasa,"Part time",550937,68022,2025-03-20,-2696000,8,"No disponible",99569,Bilbao,Coslada,2025-08-22,2025-08-24,9,3518,337000,"ZFBH (Bosnia y Herzegovina)",x,"{""Asientos reclinables"",Calefacción,Baño,""Aire acondicionado"",Wifi,TV}",{},x,{Logroño}
"Mateo Mejía Borrego",20.147.551,1,mateo3420@viajes.ceele,mateo7042,H5QeaIi0,"+56 2 8998 5744",Nocturno,Consalud,"Full time",551019,70716,2025-08-19,360000,5,"No disponible",58899,alcorcón#,Torremolinos,2025-12-06,2025-12-06,90,1403,72000,"HŽ (Croacia)",x,"{TV,Agua,Wifi}",{},x,"{Gandía,Avilés,Mijas,Ceuta}"
"Sr. Pablo Alicea Mesa",27.841.935,5,srpaalme@viajes.cl,sr.4309,Q3Y7t8v9vLW,"+56 2 5903 1844",Nocturno,Consalud,"Full time",551021,63179,2025-04-28,1540000,4,"No disponible",64446,viladecans#,Torrelavega,2025-05-12,2025-05-14,98,3482,385000,"Turkish Airlines",x,{},"{Ávila,Gecho,""San Fernando"",Fuenlabrada}","Clase ejecutiva",{}
"Rafael Carreón Terrazas",10.615.875,4,Rafaelterrazas@viajes.cl,racate,Jv8YBc4klTQh,"+56 9 6043 8693",Nocturno,"Más vida","Full time",551028,67718,2025/03/06,-1384000,8,"No disponible",155,baracaldo#,ARRECIFE!!!,2025/10/09,2025/10/11,18,3506,173000,"Copa Airlines",x,{},"{Majadahonda,Mataró}","Clase ejecutiva",{}
"Amalia Rolón Quiroz",20.064.781,5,amalia5995@viajes.cl,amalia5211,polB5glsV9Eu1Y3F,"+56 9 5919 4586",Nocturno,Banmédica,"Part time",551035,71692,2025-04-13,285000,3,"No disponible",63283,Barcelona,ALICANTE!!!,2025-07-20,2025-07-20,35,1068,95000,Andesmar,Cama,"{Agua,Baño,TV}",{},x,{}
"Sr. Luis Trujillo Razo",13.931.390,9,srlutrra@viajes.cl,srlutrra,D1OhxYqTY,"+56 2 2658 3922",Nocturno,"Más vida","Full time",551040,69449,2026-05-18,2130000,10,"No disponible",66182,Alicante,LEóN!!!,2026-06-20,2026-06-22,100,3413,213000,"Spirit Airlines",x,{},"{Barcelona,Córdoba,Motril,""Palma de Mallorca""}","Primera clase",{}
"Ramiro Montaño Saiz",6480948,x,ramiro1907@@viajes.cl,ramosa,x,"+56 9 5993 9887",Diurno,Consalud,"Part time",x,62990,2025-05-16,215000,5,"No disponible",22634,León,x,2025-06-27,2025-06-27,41,327,43000,Avanza,x,"{Baño,TV,Wifi}",{},x,{}
"Esperanza Ramírez Alcántar",5.802.609,3,EsperanzaalcOentar@viajes.cl,esraal,jd8jPuteIgm,"+56 2 3236 9568",Nocturno,Fonasa,"Part time",551056,66256,2025/03/25,630000,5,"No disponible",21084,orense#,Vigo,2025/04/23,2025/04/24,31,2878,126000,"ŽFBH (Bosnia y Herzegovina)",x,"{Wifi,""Aire acondicionado"",TV,Baño,""Asientos reclinables""}",{},x,"{Alcobendas,""Cornellá de Llobregat"",""Talavera de la Reina"",Granada}"
"Cristian Garay Feliciano",11.394.872,8,cristian2042@viajes.cl,crgafe,ppc8O0ZM,+56-2-0904-5128,Nocturno,"Más vida","Full time",551059,69286,2025-07-18,2312000,8,"No disponible",29984,"Cerdañola del Vallés","CASTELLóN DE LA PLANA!!!",2026-04-26,2026-04-27,84,2307,289000,"CP (Portugal)",x,"{Agua,Baño,TV,Wifi,Calefacción}",{},x,"{Zaragoza,Huelva,Lugo}"
"Sra. Roberto Méndez Escamilla",17.138.105,3,sra.5507@@viajes.cl,sra.3706,jh4oL4VZ,"+56 2 4573 6591",Nocturno,"Más vida","Full time",551071,69286,2025-06-24,576000,8,"No disponible",1442,Gandía,Alcoy,2026-05-09,2026-05-09,51,611,72000,"ŽFBH (Bosnia y Herzegovina)",x,{},{},x,"{Granada,Gijón,Torremolinos}"
"Leonor Pedroza Vallejo",10308067,3,Leonorvallejo@@viajes.cl,lepeva,yWHt4ntSIX,"+56 9 8231 5479",Diurno,Fonasa,"Full time",551093,62256,2026/01/13,1380000,10,"No disponible",84159,Gijón,"San Cristróbal de la Laguna",2026/01/27,2026/01/28,39,2089,138000,Socibus,Cama,"{Agua,""Aire acondicionado"",Comida}",{},x,{}
"Cecilia Suárez Varela",16.079.779,7,cesuva@viajes.cl,cecilia9245,Us6uPFvs,"+56 9 6297 8537",Nocturno,Consalud,"Full time",551107,66084,2025-04-29,224000,4,"No disponible",85146,"La Coruña",Algeciras,2025-08-30,2025-09-01,30,3509,56000,Greyhound,Cama,"{Calefacción,TV,Baño}",{},x,{}
"Julio César Méndez Bonilla",27.742.837,7,julio399@viajes.cl,Juliobonilla,Vcx26lrTLpn,"+56 2 7848 8045",Diurno,Colmena,"Full time",551108,68397,2025-02-28,-1890000,5,"No disponible",39768,Parla,"Pozuelo de Alarcón",2025-09-08,2025-09-10,16,3011,378000,Qantas,x,{},"{""Alcalá de Henares"",Valladolid}","Primera clase",{}
"José Castellanos Maldonado",16759938,x,jocama@viajes.ceele,jocama,teFvPsf1SSo0,+56-2-3720-2042,x,Consalud,"Full time",551123,69541,2025/04/11,872000,8,x,52286,"roquetas de mar#","Jerez de la Frontera",2026/03/23,2026/03/23,38,x,109000,Andesmar,Cama,x,{},x,{}
"Esteban Venegas Gil",11.859.087,2,esteban2567@viajes.cl,esvegi,BiI0KAr7CBp8bVx,x,Nocturno,x,"Full time",551168,67887,2026/02/02,1251000,x,"No disponible",91893,Vitoria,Parla,2026/02/22,2026/02/22,18,1115,139000,"SBB (Suiza)",x,"{TV,""Aire acondicionado"",Agua}",{},x,x
"Raquel Laboy Gallegos",27.725.565,0,Raquelgallegos@viajes.ceele,ralaga,3UFtYW6cj7T46SkW,"+56 9 2593 2191",Diurno,Colmena,"Full time",551183,69939,2025-02-01,1064000,8,"No disponible",17473,"Dos Hermanas",ELCHE!!!,2025-04-03,2025-04-03,64,801,133000,"Etihad Airways",x,{},{Elda},"Clase económica",{}
"Pablo Roybal Lara",15.359.111,3,pablo2608@viajes.cl,parola,b6beTXxsGW,"+56 9 0665 2552",Nocturno,Fonasa,"Full time",551199,70934,2025/08/05,458000,2,"No disponible",57678,Inca,Cáceres,2025/12/18,2025/12/20,10,3231,229000,"NSB (Noruega)",x,"{""Aire acondicionado"",Wifi,Calefacción,Baño,TV,Comida}",{},x,{}
"Rosa Rolón Murillo",25.916.768,0,Rosamurillo@viajes.cl,roromu,Ex9NaOy3uIlA,"+56 2 5958 8086",Diurno,Banmédica,"Full time",551239,61838,2026-06-10,285000,3,"No disponible",69506,Lugo,Vitoria,2026-10-22,2026-10-24,43,3685,95000,JetSur,Cama,"{Agua,""Asientos reclinables"",Wifi}",{},x,{}
"María Soledad Arevalo Villagómez",3561713,2,masoarvi@@viajes.cl,Maríavillagómez,MZSdAZ94lxYyM,"+56 9 1360 9877",Diurno,Banmédica,"Part time",551273,71049,2026-02-12,2471000,7,"No disponible",98559,algeciras#,Zaragoza,2026-03-13,2026-03-15,68,3660,353000,"Air Canada",x,{},"{Palencia,""Las Palmas de Gran Canaria"",""San Cristróbal de la Laguna""}","Primera clase",{}
"Alfredo Cordero Tamez",21338837,x,alfredo5877@viajes.cl,alcota,Y5XsBi6eOR,"+56 2 0064 8875",Nocturno,Banmédica,"Full time",551275,62543,2025/01/28,450000,9,"No disponible",x,Gerona,"San Fernando",2025/02/28,2025/03/01,42,1833,50000,x,Cama,"{Wifi,Agua,TV}",x,x,x
x,16357588,4,x,sta.1442,yucNclV0SiZUCrk0,"+56 2 4197 2961",Nocturno,Fonasa,"Part time",551283,62543,2025/01/13,1647000,9,x,44339,"San Fernando",x,2025/03/08,2025/03/10,43,4308,183000,"Primera Plus",x,"{Wifi,TV,""Asientos reclinables""}",{},x,{}
"Marilu Esquivel Corrales",20.924.553,1,Marilucorrales@viajes.cl,marilu9278,liMecJ6X3Rg,"+56 9 6438 2804",Diurno,Consalud,"Part time",551284,65292,2025-01-28,1883000,7,"No disponible",13502,Murcia,TOLEDO!!!,2025-02-20,2025-02-21,17,2601,269000,"NSB (Noruega)",x,"{Agua,""Asientos reclinables"",Wifi,Comida,TV}",{},x,"{Orense,Arrecife,""Castellón de la Plana"",""Mollet del Vallés"",Murcia}"
"Olivia Flórez Saavedra",21273352,0,olflsa@@viajes.cl,olflsa,LxnVoA42Vp,"+56 9 9274 9324",Nocturno,Fonasa,"Part time",551300,65685,2025-06-05,935000,5,"No disponible",13046,Manresa,"Santa Lucía de Tirajana",2025-11-19,2025-11-21,47,3638,187000,"Southwest Airlines",x,{},"{Toledo,""Las Palmas de Gran Canaria"",Vitoria,Segovia}","Primera clase",{}
"Guillermo Arce Vigil",18.522.775,8,guarvi@@viajes.cl,guarvi,6YOBF7LlPYV,"+56 2 2014 1341",Diurno,Banmédica,"Full time",551307,67140,2026-01-25,540000,4,"No disponible",76301,Sabadell,Gerona,2026-05-17,2026-05-18,7,1718,135000,"ZS (Eslovenia)",x,"{Wifi,Comida,""Aire acondicionado"",Calefacción}",{},x,"{""Cerdañola del Vallés"",""Santa Cruz de Tenerife"",""Torrejón de Ardoz""}"
"Juana Figueroa Toro",29.759.653,5,Juanatoro@viajes.cl,juana5037,0SJ87Vl7YqzjLo,"+56 9 2543 7688",Diurno,Banmédica,"Part time",551338,64341,2025-05-05,408000,2,"No disponible",27403,telde#,"LA LíNEA DE LA CONCEPCIóN!!!",2025-05-24,2025-05-25,81,2671,204000,Eurostar,x,"{""Asientos reclinables"",Comida,Baño,""Aire acondicionado"",TV}",{},x,{Alcoy}
"Sta. Catalina Becerra Solorzano",5.918.263,3,x,stcabeso,UdTtr6mKcbt,x,Nocturno,"Más vida","Full time",551389,67698,2025-12-24,565000,5,x,54412,"Santa Coloma de Gramanet",LOGROñO!!!,2026-04-18,2026-04-18,x,383,x,JetBlue,x,{},{},"Clase ejecutiva",{}
"Samuel Madrigal Reséndez",11.997.490,9,SamuelresOondez@viajes.cl,samuel4996,cnLWxMklW8a6M80,"+56 9 8112 3234",Diurno,Consalud,"Part time",551437,71648,2025/04/25,860000,5,"No disponible",50161,Palencia,Leganés,2025/07/31,2025/08/02,45,3726,172000,"Air France",x,{},"{Elche,""Roquetas de Mar"",Murcia,""Hospitalet de LLobregat""}","Primera clase",{}
"Gustavo Preciado Magaña",24308343,5,GustavomagaO�a@viajes.cl,gustavo2926,6EBd1Pqra,"+56 2 0335 9423",Diurno,Fonasa,"Full time",551439,71648,2025-07-24,260000,5,"No disponible",97479,Leganés,Arrecife,2025-08-03,2025-08-03,81,1286,52000,"Japan Airlines",x,{},{Orihuela},"Clase económica",{}
